group_id	items_in_group	lo_value	p	FDR	goodsgrna
hDel_3303__1250	13	6.6786e-02	3.9146e-02	0.334121	2
hDel_1460__1000	23	6.6954e-02	4.6361e-02	0.360777	2
hDel_6091__1500	25	6.7153e-02	4.8638e-02	0.373301	1
hDel_1062__4750	19	6.7332e-02	5.2779e-02	0.380909	2
hDel_5595__500	25	6.7685e-02	4.8638e-02	0.373301	1
hDel_2676__4500	23	6.8008e-02	4.8296e-02	0.372606	3
hDel_2354__4750	9	6.8098e-02	4.3293e-02	0.346552	2
hDel_2657__1500	10	6.8205e-02	3.9250e-02	0.334121	2
hDel_2823__12250	6	6.8235e-02	4.1121e-02	0.342235	1
hDel_4157__2000	5	6.8646e-02	3.8612e-02	0.334023	1
hDel_7085__500	6	6.8750e-02	4.1121e-02	0.342235	1
hDel_6949__6250	6	6.8878e-02	4.1121e-02	0.342235	1
hDel_94__750	11	6.9200e-02	3.8910e-02	0.334121	1
hDel_2020__9500	26	6.9358e-02	5.0053e-02	0.377253	3
hDel_6185__2250	5	6.9506e-02	3.8612e-02	0.334023	1
hDel_6091__750	12	6.9512e-02	3.8983e-02	0.334121	1
hDel_1647__750	26	6.9743e-02	5.0053e-02	0.377253	2
hDel_4191__750	26	6.9743e-02	5.0053e-02	0.377253	2
hDel_1455__0	26	6.9743e-02	5.0053e-02	0.377253	2
hDel_2950__0	26	6.9743e-02	5.0053e-02	0.377253	2
hDel_7179__3500	10	7.0062e-02	3.9250e-02	0.334121	2
hDel_251__10000	8	7.0296e-02	5.1388e-02	0.380909	1
hDel_578__500	22	7.0329e-02	4.8018e-02	0.371946	3
hDel_6015__250	19	7.0692e-02	5.3737e-02	0.381850	3
hDel_2823__6000	6	7.1192e-02	4.3496e-02	0.347347	1
hDel_3726__2750	12	7.1300e-02	3.9973e-02	0.338557	1
hDel_3722__250	5	7.1545e-02	3.8612e-02	0.334023	1
hDel_516__42750	8	7.1913e-02	5.3192e-02	0.380909	2
hDel_6234__4250	23	7.2165e-02	5.2354e-02	0.380909	3
hDel_6048__8750	27	7.2326e-02	5.3491e-02	0.380909	2
hDel_6631__1000	27	7.2326e-02	5.3491e-02	0.380909	2
hDel_532__1000	27	7.2326e-02	5.3491e-02	0.380909	1
hDel_7115__4750	5	7.2617e-02	3.8612e-02	0.334023	1
hDel_1665__4500	5	7.2938e-02	3.8612e-02	0.334023	1
hDel_4340__250	7	7.3042e-02	5.0038e-02	0.377253	1
hDel_6007__0	12	7.3392e-02	4.3021e-02	0.346552	2
hDel_1003__8750	12	7.3469e-02	4.3021e-02	0.346552	2
hDel_2952__1750	12	7.3624e-02	4.3021e-02	0.346552	2
hDel_7234__0	8	7.3654e-02	5.6972e-02	0.390672	2
hDel_2055__250	12	7.3701e-02	4.3021e-02	0.346552	2
hDel_939__250	10	7.3798e-02	4.4149e-02	0.348410	2
hDel_3147__1250	20	7.3917e-02	5.7393e-02	0.392049	3
hDel_6008__1250	25	7.4248e-02	5.4314e-02	0.383148	2
hDel_6188__1500	26	7.4636e-02	5.3934e-02	0.382443	3
hDel_1997__8750	6	7.4782e-02	4.5852e-02	0.359317	1
hDel_6811__2750	28	7.4902e-02	5.3155e-02	0.380909	1
hDel_935__3000	9	7.4974e-02	5.1549e-02	0.380909	2
hDel_3147__250	17	7.5515e-02	5.7075e-02	0.390672	3
hDel_935__1000	13	7.6074e-02	4.4066e-02	0.348410	2
hDel_2020__3750	10	7.6261e-02	4.6254e-02	0.360777	2
hDel_6185__750	12	7.6270e-02	4.4054e-02	0.348410	2
hDel_2186__1500	13	7.6498e-02	4.4066e-02	0.348410	2
hDel_5440__250	17	7.6526e-02	5.7075e-02	0.390672	2
hDel_6854__2250	12	7.6645e-02	4.5115e-02	0.354368	1
hDel_4205__43750	5	7.6895e-02	4.0655e-02	0.342235	1
hDel_1003__7500	7	7.7214e-02	5.2648e-02	0.380909	1
hDel_553__0	29	7.7471e-02	5.4491e-02	0.383148	1
hDel_2684__2250	29	7.7471e-02	5.4491e-02	0.383148	3
hDel_5689__1000	47	7.7696e-02	5.2061e-02	0.380909	4
hDel_6574__8750	29	7.8081e-02	5.5249e-02	0.385314	1
hDel_3596__500	9	7.8157e-02	5.4811e-02	0.384596	1
hDel_1284__7250	7	7.8552e-02	5.2648e-02	0.380909	1
hDel_6274__3500	14	7.9015e-02	4.6036e-02	0.359914	2
hDel_3432__2000	10	7.9941e-02	5.6462e-02	0.390672	2
hDel_5508__250	30	8.0033e-02	5.2692e-02	0.380909	1
hDel_6234__5500	30	8.0033e-02	5.2692e-02	0.380909	2
hDel_5909__7250	25	8.0630e-02	5.8052e-02	0.393347	3
hDel_4460__1250	11	8.0894e-02	4.7204e-02	0.366489	2
hDel_6190__3250	7	8.0926e-02	5.2648e-02	0.380909	1
hDel_6188__2000	19	8.1390e-02	5.7842e-02	0.393347	3
hDel_6137__2500	9	8.2151e-02	6.1067e-02	0.405466	1
hDel_3303__17750	7	8.2184e-02	5.5258e-02	0.385314	1
hDel_4207__1500	9	8.2341e-02	6.2116e-02	0.408506	1
hDel_5488__3750	31	8.2587e-02	5.1889e-02	0.380909	2
hDel_4624__500	31	8.2587e-02	5.1889e-02	0.380909	1
hDel_5864__1500	34	8.2909e-02	5.6315e-02	0.390672	3
hDel_681__0	12	8.3104e-02	4.9609e-02	0.377253	2
hDel_6146__3000	18	8.3150e-02	6.2532e-02	0.410436	3
hDel_1267__500	11	8.4397e-02	4.8325e-02	0.372606	2
hDel_845__500	15	8.4796e-02	5.2140e-02	0.380909	2
hDel_494__9750	5	8.4873e-02	5.1059e-02	0.380909	1
hDel_6098__2250	7	8.5215e-02	5.7821e-02	0.393347	1
hDel_2497__2000	13	8.5237e-02	5.0621e-02	0.378979	2
hDel_94__1750	35	8.5471e-02	5.9821e-02	0.401404	2
hDel_6633__500	14	8.7102e-02	5.1479e-02	0.380909	2
hDel_2555__1500	11	8.7384e-02	5.6788e-02	0.390672	2
hDel_2684__2000	17	8.7560e-02	6.0145e-02	0.402646	2
hDel_6878__3000	33	8.7675e-02	5.9803e-02	0.401404	3
hDel_6119__3250	33	8.7675e-02	5.9803e-02	0.401404	1
hDel_1094__2250	28	8.8091e-02	6.7905e-02	0.432479	3
hDel_399__5750	6	8.8330e-02	5.0600e-02	0.378979	1
hDel_172__4500	5	8.8471e-02	5.5207e-02	0.385314	1
hDel_6574__11500	23	8.8717e-02	6.7506e-02	0.432092	3
hDel_1608__500	14	8.9116e-02	5.2656e-02	0.380909	2
hDel_4543__250	13	8.9857e-02	5.3001e-02	0.380909	2
hDel_288__250	16	9.0089e-02	5.6869e-02	0.390672	2
hDel_6009__250	19	9.0116e-02	6.7954e-02	0.432479	3
hDel_5962__5500	13	9.0126e-02	5.3001e-02	0.380909	2
hDel_4759__2500	6	9.0161e-02	5.0600e-02	0.378979	1
hDel_1608__250	34	9.0208e-02	6.1079e-02	0.405466	2
hDel_4888__1250	11	9.0861e-02	6.0362e-02	0.403297	2
hDel_5286__250	12	9.2124e-02	5.4448e-02	0.383148	2
hDel_4985__4500	5	9.2374e-02	6.1412e-02	0.405466	1
hDel_855__500	10	9.2730e-02	6.9173e-02	0.437921	1
hDel_5994__1250	15	9.2933e-02	5.6686e-02	0.390672	2
hDel_6949__1750	5	9.3006e-02	6.1412e-02	0.405466	1
hDel_6813__0	21	9.3080e-02	6.7254e-02	0.431304	3
hDel_6012__1000	12	9.3137e-02	5.9840e-02	0.401404	1
hDel_1629__0	35	9.3459e-02	6.3512e-02	0.412032	2
hDel_6763__0	22	9.4053e-02	7.1865e-02	0.443078	2
hDel_1110__1000	49	9.4166e-02	6.7801e-02	0.432479	5
hDel_6119__3500	36	9.4190e-02	6.5177e-02	0.421200	2
hDel_5440__750	13	9.4645e-02	5.6772e-02	0.390672	2
hDel_7030__1750	10	9.4744e-02	7.2647e-02	0.446260	2
hDel_2020__11250	5	9.5424e-02	6.1412e-02	0.405466	1
hDel_4578__2500	10	9.5586e-02	7.2647e-02	0.446260	2
hDel_1062__2000	21	9.6012e-02	6.7255e-02	0.431304	3
hDel_1258__0	5	9.6054e-02	6.3483e-02	0.412032	1
hDel_3429__13250	19	9.6221e-02	7.1591e-02	0.443078	2
hDel_1585__250	22	9.6431e-02	7.3149e-02	0.447989	3
hDel_3303__7500	11	9.6963e-02	7.0471e-02	0.442399	2
hDel_3303__10000	17	9.7251e-02	6.3488e-02	0.412032	2
hDel_7037__0	13	9.8357e-02	5.8037e-02	0.393347	2
hDel_6849__2500	12	9.8864e-02	6.1107e-02	0.405466	1
hDel_5156__1750	9	9.8906e-02	7.9286e-02	0.466895	1
hDel_1117__15000	7	9.9000e-02	6.3082e-02	0.411626	1
hDel_2196__250	8	9.9276e-02	7.1227e-02	0.442399	1
hDel_4284__1000	5	9.9513e-02	6.5568e-02	0.422099	1
hDel_5311__750	13	9.9604e-02	5.9338e-02	0.401247	2
hDel_4120__750	5	9.9931e-02	6.5568e-02	0.422099	1
hDel_3432__3500	8	1.0077e-01	7.1227e-02	0.442399	1
hDel_50__4250	15	1.0092e-01	6.1786e-02	0.407132	1
hDel_6391__3000	10	1.0180e-01	7.8632e-02	0.464315	2
hDel_4082__2000	39	1.0193e-01	7.0130e-02	0.442134	4
hDel_4985__1750	8	1.0226e-01	7.1227e-02	0.442399	1
hDel_3909__2000	12	1.0258e-01	7.0441e-02	0.442399	1
hDel_2952__750	31	1.0331e-01	7.9347e-02	0.466895	3
hDel_3432__2500	14	1.0348e-01	6.2843e-02	0.411626	1
hDel_5355__2750	7	1.0409e-01	6.3082e-02	0.411626	1
hDel_6009__0	21	1.0435e-01	7.6195e-02	0.455985	3
hDel_2020__1250	17	1.0441e-01	6.8353e-02	0.434196	2
hDel_5617__0	11	1.0446e-01	8.3113e-02	0.478147	1
hDel_3181__3500	5	1.0484e-01	7.1741e-02	0.443078	1
hDel_3294__2750	8	1.0508e-01	7.6949e-02	0.455985	1
hDel_76__5250	11	1.0514e-01	8.4461e-02	0.480958	1
hDel_50__3250	11	1.0532e-01	8.4461e-02	0.480958	2
hDel_6651__250	29	1.0621e-01	8.1528e-02	0.472051	3
hDel_2044__1750	15	1.0647e-01	6.4516e-02	0.417732	1
hDel_1025__4250	9	1.0746e-01	8.2341e-02	0.475340	1
hDel_1076__1500	10	1.0777e-01	8.8381e-02	0.495702	2
hDel_1665__4000	5	1.0801e-01	7.3863e-02	0.447989	1
hDel_5245__2000	20	1.0806e-01	8.1507e-02	0.472051	2
hDel_4157__3500	13	1.0825e-01	6.9262e-02	0.437921	1
hDel_50__6000	27	1.0951e-01	8.1631e-02	0.472051	3
hDel_1284__6000	14	1.1008e-01	7.1823e-02	0.443078	1
hDel_5452__1500	7	1.1016e-01	7.0917e-02	0.442399	1
hDel_6053__5250	11	1.1022e-01	8.4462e-02	0.480958	1
hDel_4157__0	22	1.1028e-01	7.5761e-02	0.455985	3
hDel_2781__10000	13	1.1089e-01	7.3704e-02	0.447989	2
hDel_3596__750	5	1.1096e-01	7.3863e-02	0.447989	1
hDel_4724__2750	6	1.1116e-01	7.6512e-02	0.455985	1
hDel_553__2000	6	1.1129e-01	7.6512e-02	0.455985	1
hDel_4706__500	18	1.1164e-01	7.5568e-02	0.455985	1
hDel_4205__44250	16	1.1184e-01	6.9331e-02	0.437921	2
hDel_6185__2500	17	1.1185e-01	7.0965e-02	0.442399	2
hDel_3838__1750	9	1.1217e-01	8.5455e-02	0.485788	1
hDel_3455__250	11	1.1297e-01	8.4462e-02	0.480958	2
hDel_6234__2500	7	1.1361e-01	7.6138e-02	0.455985	1
hDel_6060__500	5	1.1458e-01	7.3863e-02	0.447989	1
hDel_5037__1250	15	1.1486e-01	7.5245e-02	0.455544	2
hDel_5962__3500	35	1.1560e-01	7.9932e-02	0.467052	2
hDel_6234__6250	16	1.1569e-01	7.0740e-02	0.442399	2
hDel_6002__250	18	1.1584e-01	7.6945e-02	0.455985	2
hDel_500__250	12	1.1658e-01	9.2282e-02	0.501784	1
hDel_6899__4000	20	1.1680e-01	8.5676e-02	0.486222	2
hDel_76__1750	14	1.1691e-01	7.6247e-02	0.455985	2
hDel_4027__1250	12	1.1706e-01	9.3747e-02	0.502098	1
hDel_5648__750	19	1.1774e-01	8.0451e-02	0.468461	2
hDel_4859__7500	9	1.1777e-01	9.1571e-02	0.501784	1
hDel_3879__0	21	1.1782e-01	8.8843e-02	0.497463	2
hDel_4154__5000	5	1.1850e-01	7.3863e-02	0.447989	1
hDel_2354__500	7	1.1863e-01	8.1413e-02	0.472051	1
hDel_6663__250	15	1.1868e-01	7.6725e-02	0.455985	2
hDel_6776__750	12	1.1869e-01	9.5272e-02	0.502098	2
hDel_5049__15500	11	1.1920e-01	9.5020e-02	0.502098	2
hDel_312__750	18	1.1948e-01	7.8337e-02	0.463391	1
hDel_5508__750	31	1.1965e-01	9.6424e-02	0.504830	3
hDel_4623__1750	11	1.1966e-01	9.5020e-02	0.502098	2
hDel_3303__2500	5	1.1973e-01	7.3863e-02	0.447989	1
hDel_7107__4000	10	1.1988e-01	1.0008e-01	0.514050	1
hDel_6468__1000	15	1.1990e-01	7.6725e-02	0.455985	2
hDel_3740__20500	25	1.2102e-01	9.2080e-02	0.501784	3
hDel_6185__5250	6	1.2194e-01	8.3578e-02	0.480002	1
hDel_1958__500	5	1.2317e-01	7.5955e-02	0.455985	1
hDel_6899__4750	22	1.2325e-01	9.1518e-02	0.501784	3
hDel_2024__250	8	1.2341e-01	8.2646e-02	0.476281	1
hDel_5146__1750	6	1.2396e-01	8.8324e-02	0.495702	1
hDel_343__2000	12	1.2435e-01	9.6836e-02	0.504830	1
hDel_3545__2250	11	1.2482e-01	1.0442e-01	0.526175	2
hDel_330__5000	14	1.2492e-01	8.8366e-02	0.495702	2
hDel_2613__4750	15	1.2523e-01	8.6155e-02	0.488004	2
hDel_1198__0	20	1.2545e-01	8.8330e-02	0.495702	1
hDel_3516__250	11	1.2549e-01	1.0442e-01	0.526175	2
hDel_2613__4250	12	1.2568e-01	9.6836e-02	0.504830	2
hDel_4530__250	36	1.2599e-01	9.1097e-02	0.501784	2
hDel_6151__250	7	1.2632e-01	8.9342e-02	0.499420	1
hDel_6104__500	6	1.2640e-01	9.0659e-02	0.501768	1
hDel_922__500	5	1.2665e-01	8.0070e-02	0.467052	1
hDel_4529__9000	29	1.2695e-01	9.5121e-02	0.502098	2
hDel_1106__750	8	1.2714e-01	8.8342e-02	0.495702	1
hDel_149__1500	17	1.2730e-01	7.9728e-02	0.467052	1
hDel_4590__3750	5	1.2757e-01	8.0070e-02	0.467052	1
hDel_6518__500	7	1.2788e-01	9.2009e-02	0.501784	1
hDel_3430__3250	5	1.2833e-01	8.0070e-02	0.467052	1
hDel_1863__3000	11	1.2869e-01	1.0740e-01	0.529081	2
hDel_4603__1500	13	1.2892e-01	1.0190e-01	0.520205	1
hDel_935__2250	7	1.3085e-01	9.2009e-02	0.501784	1
hDel_3601__750	21	1.3112e-01	9.4973e-02	0.502098	2
hDel_2620__3250	14	1.3129e-01	9.9053e-02	0.511900	1
hDel_7235__11250	9	1.3160e-01	9.1571e-02	0.501784	1
hDel_3567__250	24	1.3171e-01	9.3377e-02	0.502098	3
hDel_532__1250	39	1.3179e-01	9.5360e-02	0.502098	3
hDel_5964__750	10	1.3198e-01	1.0657e-01	0.529081	1
hDel_396__3500	12	1.3231e-01	1.0074e-01	0.515828	2
hDel_450__1250	24	1.3253e-01	9.3377e-02	0.502098	1
hDel_2781__9000	6	1.3273e-01	9.0659e-02	0.501768	1
hDel_1997__2000	9	1.3323e-01	9.4653e-02	0.502098	1
hDel_3059__3500	11	1.3369e-01	1.1394e-01	0.546170	1
hDel_4720__0	20	1.3383e-01	9.4033e-02	0.502098	2
hDel_2347__2500	9	1.3395e-01	9.4653e-02	0.502098	1
hDel_2234__500	11	1.3413e-01	1.1394e-01	0.546170	1
hDel_2684__3000	9	1.3431e-01	9.4653e-02	0.502098	1
hDel_312__250	26	1.3438e-01	1.0024e-01	0.514051	3
hDel_6906__0	24	1.3464e-01	9.4952e-02	0.502098	2
hDel_2311__3250	16	1.3477e-01	9.4879e-02	0.502098	2
hDel_6274__6000	10	1.3478e-01	1.0657e-01	0.529081	1
hDel_5355__4000	11	1.3479e-01	1.1548e-01	0.548608	1
hDel_3530__2500	12	1.3491e-01	1.0388e-01	0.526175	2
hDel_3310__17250	5	1.3545e-01	8.4240e-02	0.480958	1
hDel_7028__22250	6	1.3563e-01	9.0659e-02	0.501768	1
hDel_1608__1750	14	1.3573e-01	1.0388e-01	0.526175	2
hDel_636__3500	9	1.3575e-01	9.4653e-02	0.502098	1
hDel_4154__2500	10	1.3578e-01	1.0657e-01	0.529081	1
hDel_514__6750	42	1.3655e-01	9.6989e-02	0.504830	3
hDel_4283__2250	10	1.3668e-01	1.0657e-01	0.529081	1
hDel_6878__9250	23	1.3679e-01	1.0444e-01	0.526175	3
hDel_6656__500	25	1.3715e-01	1.0003e-01	0.514050	2
hDel_5595__2000	8	1.3735e-01	9.9663e-02	0.514050	1
hDel_1635__750	14	1.3742e-01	1.0557e-01	0.528487	1
hDel_6234__1750	16	1.3756e-01	9.6546e-02	0.504830	1
hDel_6632__3250	17	1.3779e-01	9.1541e-02	0.501784	1
hDel_6633__4000	19	1.3816e-01	9.2167e-02	0.501784	1
hDel_7115__0	12	1.3851e-01	1.1238e-01	0.542319	1
hDel_5671__500	29	1.3853e-01	1.0477e-01	0.526175	3
hDel_76__3000	7	1.3859e-01	9.7233e-02	0.504830	1
hDel_6878__7750	5	1.3873e-01	8.6281e-02	0.488004	1
hDel_6048__2500	16	1.3882e-01	9.6547e-02	0.504830	1
hDel_4706__2250	7	1.3915e-01	9.7233e-02	0.504830	1
hDel_1249__4500	24	1.3917e-01	1.0151e-01	0.519021	2
hDel_3147__500	12	1.3994e-01	1.1238e-01	0.542319	1
hDel_5069__0	16	1.4009e-01	9.6547e-02	0.504830	1
hDel_94__2250	9	1.4096e-01	1.0383e-01	0.526175	1
hDel_4529__30500	32	1.4137e-01	1.1222e-01	0.542319	2
hDel_6418__99250	26	1.4172e-01	1.0702e-01	0.529081	1
hDel_2781__4500	6	1.4172e-01	9.0659e-02	0.501768	1
hDel_2186__0	18	1.4173e-01	9.4672e-02	0.502098	1
hDel_1455__1250	18	1.4210e-01	9.4672e-02	0.502098	2
hDel_7235__13500	8	1.4317e-01	1.0538e-01	0.528314	1
hDel_5337__1500	11	1.4331e-01	1.2224e-01	0.568045	1
hDel_923__4250	14	1.4334e-01	1.1431e-01	0.546170	2
hDel_5839__1000	12	1.4373e-01	1.2264e-01	0.568045	1
hDel_7107__3000	5	1.4402e-01	9.0391e-02	0.501768	1
hDel_1284__6500	14	1.4483e-01	1.1431e-01	0.546170	2
hDel_7235__13250	5	1.4503e-01	9.0392e-02	0.501768	1
hDel_4403__750	11	1.4526e-01	1.2224e-01	0.568045	1
hDel_2369__250	16	1.4545e-01	1.0658e-01	0.529081	1
hDel_766__500	36	1.4557e-01	1.1637e-01	0.550485	3
hDel_422__0	6	1.4646e-01	9.3005e-02	0.502098	1
hDel_1863__1250	15	1.4706e-01	1.1048e-01	0.539365	2
hDel_4720__2000	5	1.4733e-01	9.2457e-02	0.501784	1
hDel_5355__2000	5	1.4753e-01	9.2457e-02	0.501784	1
hDel_5440__0	13	1.4764e-01	1.1840e-01	0.554614	2
hDel_6904__1000	15	1.4913e-01	1.1223e-01	0.542319	1
hDel_2823__11250	5	1.4963e-01	9.8622e-02	0.510459	1
hDel_4839__1750	33	1.4986e-01	1.2007e-01	0.561679	3
hDel_4460__1000	8	1.5078e-01	1.1113e-01	0.540165	1
hDel_6185__3750	15	1.5089e-01	1.1400e-01	0.546170	2
hDel_2311__3500	13	1.5136e-01	1.1840e-01	0.554614	2
hDel_4829__1750	5	1.5153e-01	9.8622e-02	0.510459	1
hDel_4625__0	24	1.5186e-01	1.1370e-01	0.546170	2
hDel_5671__0	16	1.5263e-01	1.1503e-01	0.547297	2
hDel_4590__2750	10	1.5318e-01	1.1632e-01	0.550485	1
hDel_2977__250	9	1.5340e-01	1.1609e-01	0.550485	1
hDel_6776__1000	5	1.5382e-01	1.0271e-01	0.523518	1
hDel_2613__500	7	1.5431e-01	1.0774e-01	0.529081	1
hDel_2143__250	6	1.5451e-01	1.0008e-01	0.514050	1
hDel_4154__3250	15	1.5512e-01	1.2780e-01	0.576926	2
hDel_6949__12250	7	1.5624e-01	1.0774e-01	0.529081	1
hDel_7061__9750	13	1.5676e-01	1.3100e-01	0.580426	1
hDel_494__5000	11	1.5691e-01	1.2224e-01	0.568045	1
hDel_5337__1250	16	1.5762e-01	1.1503e-01	0.547297	1
hDel_6053__5000	13	1.5783e-01	1.3100e-01	0.580426	2
hDel_3303__17250	16	1.5886e-01	1.1682e-01	0.551135	1
hDel_399__2500	18	1.5895e-01	1.1768e-01	0.552995	1
hDel_4340__0	8	1.5895e-01	1.1683e-01	0.551135	1
hDel_5738__84500	5	1.5899e-01	1.0683e-01	0.529081	1
hDel_6146__250	10	1.5924e-01	1.2279e-01	0.568045	1
hDel_1608__1500	14	1.6019e-01	1.3197e-01	0.581617	1
hDel_123__1250	12	1.6087e-01	1.3835e-01	0.601058	1
hDel_1306__4000	10	1.6118e-01	1.2279e-01	0.568045	1
hDel_5140__1500	5	1.6166e-01	1.0889e-01	0.533139	1
hDel_1927__6500	32	1.6180e-01	1.2774e-01	0.576926	3
hDel_5084__2000	5	1.6245e-01	1.1092e-01	0.539957	1
hDel_1385__2500	7	1.6283e-01	1.0774e-01	0.529081	1
hDel_6053__1250	8	1.6285e-01	1.2256e-01	0.568045	1
hDel_251__6250	7	1.6372e-01	1.0774e-01	0.529081	1
hDel_5084__750	6	1.6390e-01	1.0480e-01	0.526175	1
hDel_2657__3750	5	1.6433e-01	1.1092e-01	0.539957	1
hDel_5006__0	11	1.6439e-01	1.2898e-01	0.578334	1
hDel_1383__0	26	1.6440e-01	1.1772e-01	0.552995	3
hDel_3303__9000	6	1.6455e-01	1.0480e-01	0.526175	1
hDel_5337__4750	7	1.6461e-01	1.0774e-01	0.529081	1
hDel_2657__250	13	1.6578e-01	1.4683e-01	0.609486	2
hDel_6057__1750	6	1.6602e-01	1.0480e-01	0.526175	1
hDel_4149__4750	13	1.6637e-01	1.4776e-01	0.610653	2
hDel_94__0	19	1.6663e-01	1.2686e-01	0.574999	1
hDel_6057__7750	13	1.6679e-01	1.4776e-01	0.610653	2
hDel_1267__1000	5	1.6689e-01	1.1298e-01	0.544455	1
hDel_5648__2500	19	1.6736e-01	1.2686e-01	0.574999	1
hDel_6651__750	25	1.6761e-01	1.2708e-01	0.575196	3
hDel_7179__250	8	1.6767e-01	1.2541e-01	0.572287	1
hDel_6048__5000	5	1.6787e-01	1.1504e-01	0.547297	1
hDel_399__3500	10	1.6815e-01	1.3257e-01	0.583516	1
hDel_2474__500	6	1.6866e-01	1.0836e-01	0.531349	1
hDel_3388__1500	18	1.6932e-01	1.2853e-01	0.578080	1
hDel_3130__2500	26	1.6971e-01	1.2529e-01	0.572287	2
hDel_4283__2750	17	1.6981e-01	1.2684e-01	0.574999	2
hDel_4277__1250	14	1.7070e-01	1.3599e-01	0.596218	1
hDel_5140__750	5	1.7071e-01	1.1709e-01	0.551578	1
hDel_4154__6250	37	1.7075e-01	1.4274e-01	0.604577	3
hDel_5519__2000	6	1.7094e-01	1.0957e-01	0.535713	1
hDel_6518__1750	11	1.7095e-01	1.3927e-01	0.601251	1
hDel_4578__1250	18	1.7120e-01	1.3044e-01	0.580426	2
hDel_2260__3250	19	1.7135e-01	1.2875e-01	0.578080	1
hDel_4154__250	18	1.7173e-01	1.3044e-01	0.580426	1
hDel_5909__12750	13	1.7230e-01	1.5155e-01	0.614798	1
hDel_3326__4000	15	1.7263e-01	1.4410e-01	0.604577	2
hDel_935__4250	11	1.7306e-01	1.3927e-01	0.601251	1
hDel_1958__1000	12	1.7380e-01	1.4185e-01	0.604577	1
hDel_1958__4000	11	1.7391e-01	1.3927e-01	0.601251	1
hDel_6440__500	6	1.7420e-01	1.1191e-01	0.542319	1
hDel_3432__2250	24	1.7442e-01	1.3019e-01	0.580426	2
hDel_3483__5000	14	1.7444e-01	1.4366e-01	0.604577	1
hDel_251__9500	8	1.7447e-01	1.2541e-01	0.572287	1
hDel_7179__12750	8	1.7463e-01	1.2541e-01	0.572287	1
hDel_2289__4000	16	1.7482e-01	1.4300e-01	0.604577	1
hDel_293__1250	15	1.7489e-01	1.4838e-01	0.610653	2
hDel_94__3750	14	1.7671e-01	1.5353e-01	0.615237	2
hDel_636__12250	11	1.7685e-01	1.4265e-01	0.604577	1
hDel_2823__7500	12	1.7712e-01	1.4185e-01	0.604577	1
hDel_935__3250	16	1.7714e-01	1.4961e-01	0.611939	2
hDel_5962__1500	11	1.7748e-01	1.4265e-01	0.604577	1
hDel_6656__1000	8	1.7816e-01	1.2541e-01	0.572287	1
hDel_4564__250	26	1.7840e-01	1.3555e-01	0.595069	3
hDel_6878__5500	28	1.7905e-01	1.3063e-01	0.580426	3
hDel_4460__250	15	1.7979e-01	1.5044e-01	0.613826	2
hDel_94__4000	22	1.7979e-01	1.3698e-01	0.599313	2
hDel_3838__1000	13	1.7997e-01	1.5536e-01	0.620340	1
hDel_7235__8000	5	1.7998e-01	1.2959e-01	0.580292	1
hDel_4578__0	13	1.8120e-01	1.5536e-01	0.620340	1
hDel_4393__0	31	1.8161e-01	1.4039e-01	0.602912	3
hDel_2497__2750	16	1.8163e-01	1.4961e-01	0.611939	2
hDel_3623__0	9	1.8176e-01	1.4358e-01	0.604577	1
hDel_4149__7500	6	1.8209e-01	1.2365e-01	0.568893	1
hDel_1880__250	12	1.8247e-01	1.5236e-01	0.614798	1
hDel_5355__1750	7	1.8287e-01	1.2081e-01	0.564347	1
hDel_7056__6250	5	1.8303e-01	1.3161e-01	0.580832	1
hDel_1062__3500	14	1.8343e-01	1.5949e-01	0.627118	2
hDel_6110__250	21	1.8361e-01	1.4163e-01	0.604577	2
hDel_4154__2250	8	1.8366e-01	1.2541e-01	0.572287	1
hDel_923__7250	10	1.8449e-01	1.4555e-01	0.606443	1
hDel_6274__3250	11	1.8457e-01	1.4942e-01	0.611939	1
hDel_6185__0	6	1.8537e-01	1.2365e-01	0.568893	1
hDel_6651__1000	23	1.8605e-01	1.4707e-01	0.609736	1
hDel_6528__500	6	1.8647e-01	1.2599e-01	0.573361	1
hDel_6012__750	10	1.8648e-01	1.4555e-01	0.606443	1
hDel_275__0	6	1.8664e-01	1.2599e-01	0.573361	1
hDel_3900__3750	5	1.8733e-01	1.3777e-01	0.599313	1
hDel_2952__2750	5	1.8743e-01	1.3777e-01	0.599313	1
hDel_4172__4000	5	1.8762e-01	1.3777e-01	0.599313	1
hDel_330__1250	9	1.8774e-01	1.4358e-01	0.604577	1
hDel_726__2500	5	1.8868e-01	1.3777e-01	0.599313	1
hDel_5523__0	11	1.8872e-01	1.5287e-01	0.614798	1
hDel_3516__1000	9	1.8876e-01	1.4358e-01	0.604577	1
hDel_7115__2750	11	1.8893e-01	1.5287e-01	0.614798	1
hDel_50__6750	5	1.8907e-01	1.3777e-01	0.599313	1
hDel_726__500	8	1.8914e-01	1.2830e-01	0.578080	1
hDel_6632__2500	27	1.8955e-01	1.3929e-01	0.601251	3
hDel_6899__2000	11	1.8997e-01	1.5287e-01	0.614798	1
hDel_1003__7250	16	1.9026e-01	1.6266e-01	0.630560	2
hDel_923__3500	13	1.9038e-01	1.5901e-01	0.627118	1
hDel_5355__750	6	1.9060e-01	1.3075e-01	0.580426	1
hDel_1110__750	33	1.9094e-01	1.4456e-01	0.604577	2
hDel_5962__6000	24	1.9108e-01	1.4576e-01	0.606552	2
