group_id	items_in_group	lo_value	p	FDR	goodsgrna
hDel_5337__2750	5	1.9118e-01	1.3983e-01	0.601255	1
hDel_3601__1250	13	1.9147e-01	1.6271e-01	0.630560	1
hDel_5006__1000	12	1.9151e-01	1.5934e-01	0.627118	1
hDel_5412__3000	7	1.9180e-01	1.2344e-01	0.568893	1
hDel_5156__2750	7	1.9194e-01	1.2344e-01	0.568893	1
hDel_6125__500	15	1.9212e-01	1.6288e-01	0.630560	2
hDel_6563__500	15	1.9240e-01	1.6288e-01	0.630560	1
hDel_2136__1500	6	1.9260e-01	1.3311e-01	0.585130	1
hDel_6468__1750	25	1.9358e-01	1.5313e-01	0.614966	2
hDel_4888__250	28	1.9368e-01	1.4299e-01	0.604577	2
hDel_1497__2750	21	1.9440e-01	1.5328e-01	0.614966	2
hDel_494__1500	5	1.9511e-01	1.4399e-01	0.604577	1
hDel_6234__2000	23	1.9546e-01	1.5089e-01	0.614798	1
hDel_2028__1500	11	1.9573e-01	1.5964e-01	0.627118	1
hDel_1441__750	10	1.9654e-01	1.5854e-01	0.627118	1
hDel_2623__1250	5	1.9702e-01	1.4399e-01	0.604577	1
hDel_5595__1500	14	1.9723e-01	1.6992e-01	0.645638	2
hDel_6949__7000	7	1.9736e-01	1.2869e-01	0.578080	1
hDel_6468__2000	20	1.9742e-01	1.5207e-01	0.614798	1
hDel_6098__2000	13	1.9801e-01	1.7004e-01	0.645638	1
hDel_4944__750	7	1.9855e-01	1.3135e-01	0.580426	1
hDel_5286__1750	26	1.9858e-01	1.5944e-01	0.627118	2
hDel_1024__3000	7	1.9888e-01	1.3135e-01	0.580426	1
hDel_53__1250	30	1.9948e-01	1.5187e-01	0.614798	3
hDel_5839__750	19	1.9983e-01	1.5564e-01	0.620518	1
hDel_2024__5000	7	2.0079e-01	1.3135e-01	0.580426	1
hDel_4926__1000	5	2.0197e-01	1.4811e-01	0.610653	1
hDel_6091__0	14	2.0226e-01	1.7579e-01	0.650062	1
hDel_6088__3500	6	2.0401e-01	1.4479e-01	0.604751	1
hDel_1939__6250	5	2.0435e-01	1.5019e-01	0.613551	1
hDel_6813__250	15	2.0447e-01	1.7559e-01	0.650021	2
hDel_5957__1250	30	2.0462e-01	1.5187e-01	0.614798	3
hDel_4563__0	18	2.0502e-01	1.7027e-01	0.645638	1
hDel_2260__0	7	2.0531e-01	1.3921e-01	0.601251	1
hDel_6278__0	8	2.0625e-01	1.3972e-01	0.601255	1
hDel_3293__0	13	2.0642e-01	1.7725e-01	0.651849	1
hDel_6687__250	5	2.0652e-01	1.5433e-01	0.617694	1
hDel_2055__3000	8	2.0678e-01	1.3972e-01	0.601255	1
hDel_923__2500	10	2.0685e-01	1.6175e-01	0.630560	1
hDel_5909__13500	9	2.0695e-01	1.4358e-01	0.604577	1
hDel_4263__7500	13	2.0714e-01	1.7725e-01	0.651849	1
hDel_1232__1500	19	2.0745e-01	1.6300e-01	0.630560	2
hDel_1665__3000	6	2.0756e-01	1.4958e-01	0.611939	1
hDel_4720__1750	11	2.0777e-01	1.6644e-01	0.635795	1
hDel_1076__500	14	2.0793e-01	1.8331e-01	0.659544	1
hDel_6765__0	5	2.0794e-01	1.5644e-01	0.622414	1
hDel_3825__0	6	2.0886e-01	1.4958e-01	0.611939	1
hDel_6222__1250	17	2.0922e-01	1.8178e-01	0.655563	1
hDel_7085__250	9	2.0945e-01	1.4665e-01	0.609486	1
hDel_5337__4250	20	2.0952e-01	1.6398e-01	0.632165	2
hDel_2055__4500	5	2.0955e-01	1.5853e-01	0.627118	1
hDel_5025__7750	7	2.1118e-01	1.4448e-01	0.604577	1
hDel_7115__4250	7	2.1228e-01	1.4448e-01	0.604577	1
hDel_1647__0	8	2.1315e-01	1.4260e-01	0.604577	1
hDel_2289__3750	6	2.1423e-01	1.5666e-01	0.622564	1
hDel_1062__5000	19	2.1450e-01	1.7478e-01	0.650021	2
hDel_738__500	5	2.1458e-01	1.7088e-01	0.645638	1
hDel_6206__5000	15	2.1476e-01	1.8849e-01	0.666462	1
hDel_1024__750	16	2.1652e-01	1.8369e-01	0.659544	2
hDel_5452__250	9	2.1657e-01	1.5272e-01	0.614798	1
hDel_6060__250	8	2.1661e-01	1.4260e-01	0.604577	1
hDel_5810__750	20	2.1682e-01	1.7369e-01	0.648722	2
hDel_6899__5250	25	2.1685e-01	1.7784e-01	0.653332	1
hDel_7156__0	10	2.1714e-01	1.6175e-01	0.630560	1
hDel_845__4000	26	2.1741e-01	1.7541e-01	0.650021	2
hDel_6091__2000	21	2.1801e-01	1.7184e-01	0.646127	1
hDel_5595__2750	20	2.1858e-01	1.7369e-01	0.648722	1
hDel_2613__7750	5	2.1888e-01	1.7501e-01	0.650021	1
hDel_4191__1250	10	2.1932e-01	1.6175e-01	0.630560	1
hDel_4716__0	15	2.1936e-01	1.9472e-01	0.677064	2
hDel_4859__7000	10	2.1969e-01	1.6175e-01	0.630560	1
hDel_6185__5000	8	2.1984e-01	1.4832e-01	0.610653	1
hDel_7056__5500	9	2.2002e-01	1.5272e-01	0.614798	1
hDel_2833__2250	9	2.2043e-01	1.5272e-01	0.614798	1
hDel_3596__1250	17	2.2068e-01	1.8857e-01	0.666462	2
hDel_76__4500	11	2.2074e-01	1.7995e-01	0.654424	1
hDel_2823__13750	13	2.2088e-01	1.9177e-01	0.673038	1
hDel_6811__3000	12	2.2112e-01	1.8061e-01	0.654424	1
hDel_2823__4250	8	2.2137e-01	1.4832e-01	0.610653	1
hDel_3900__750	10	2.2178e-01	1.6175e-01	0.630560	1
hDel_78__1250	6	2.2191e-01	1.6367e-01	0.631712	1
hDel_2707__0	5	2.2219e-01	1.7705e-01	0.651849	1
hDel_4157__500	16	2.2292e-01	1.8485e-01	0.659544	2
hDel_5006__1500	24	2.2300e-01	1.8068e-01	0.654424	1
hDel_2020__1000	6	2.2335e-01	1.6367e-01	0.631712	1
hDel_3483__4750	22	2.2358e-01	1.7940e-01	0.654424	2
hDel_5689__2000	5	2.2368e-01	1.7705e-01	0.651849	1
hDel_6570__1750	10	2.2368e-01	1.6175e-01	0.630560	1
hDel_935__250	9	2.2379e-01	1.5578e-01	0.620518	1
hDel_1383__500	11	2.2482e-01	1.7995e-01	0.654424	1
hDel_7061__10250	28	2.2540e-01	1.9289e-01	0.675329	2
hDel_681__1250	5	2.2544e-01	1.8115e-01	0.654424	1
hDel_5669__250	7	2.2556e-01	1.5756e-01	0.625405	1
hDel_4284__500	6	2.2572e-01	1.6608e-01	0.635153	1
hDel_6570__750	5	2.2614e-01	1.8115e-01	0.654424	1
hDel_3596__0	19	2.2691e-01	1.9142e-01	0.672964	2
hDel_3059__14000	24	2.2728e-01	1.8498e-01	0.659544	1
hDel_2093__13000	12	2.2728e-01	1.8589e-01	0.660453	1
hDel_2657__5750	5	2.2804e-01	1.8321e-01	0.659544	1
hDel_5682__0	7	2.2812e-01	1.6282e-01	0.630560	1
hDel_5994__500	10	2.2838e-01	1.6499e-01	0.633499	1
hDel_1863__5750	10	2.2883e-01	1.6499e-01	0.633499	1
hDel_7061__8000	14	2.2896e-01	2.0197e-01	0.684675	1
hDel_2347__1500	6	2.2903e-01	1.7086e-01	0.645638	1
hDel_1066__250	28	2.2964e-01	1.9554e-01	0.678692	2
hDel_647__1750	9	2.3015e-01	1.5886e-01	0.627118	1
hDel_5140__500	7	2.3028e-01	1.6282e-01	0.630560	1
hDel_7235__15500	8	2.3062e-01	1.5968e-01	0.627118	1
hDel_553__750	21	2.3114e-01	1.8649e-01	0.661200	2
hDel_3825__250	10	2.3117e-01	1.6499e-01	0.633499	1
hDel_923__5750	23	2.3144e-01	1.8809e-01	0.666150	2
hDel_5221__6250	13	2.3208e-01	1.9907e-01	0.682705	1
hDel_118__1250	19	2.3210e-01	2.0583e-01	0.692434	1
hDel_2185__3750	16	2.3217e-01	2.0725e-01	0.693728	1
hDel_3456__8250	12	2.3223e-01	1.9480e-01	0.677064	1
hDel_3091__0	7	2.3264e-01	1.6546e-01	0.633499	1
hDel_5412__2500	5	2.3385e-01	1.8526e-01	0.659544	1
hDel_6057__5000	5	2.3394e-01	1.8526e-01	0.659544	1
hDel_3326__3250	7	2.3397e-01	1.6811e-01	0.640739	1
hDel_448__1250	7	2.3448e-01	1.6811e-01	0.640739	1
hDel_6520__3250	6	2.3467e-01	1.7555e-01	0.650021	1
hDel_6143__2500	6	2.3527e-01	1.7555e-01	0.650021	1
hDel_4166__1250	7	2.3536e-01	1.7070e-01	0.645638	1
hDel_516__44000	8	2.3538e-01	1.6545e-01	0.633499	1
hDel_2613__750	5	2.3624e-01	1.8526e-01	0.659544	1
hDel_1863__6500	5	2.3642e-01	1.8526e-01	0.659544	1
hDel_3897__4000	10	2.3699e-01	1.7152e-01	0.645638	1
hDel_4590__3500	5	2.3725e-01	1.8526e-01	0.659544	1
hDel_765__0	10	2.3726e-01	1.7152e-01	0.645638	1
hDel_494__10250	11	2.3744e-01	1.7995e-01	0.654424	1
hDel_1441__1250	12	2.3768e-01	1.9834e-01	0.682293	1
hDel_636__3000	10	2.3770e-01	1.7152e-01	0.645638	1
hDel_4944__250	6	2.3773e-01	1.7555e-01	0.650021	1
hDel_4624__0	26	2.3775e-01	1.9875e-01	0.682293	2
hDel_2775__5750	8	2.3818e-01	1.6545e-01	0.633499	1
hDel_6633__2500	21	2.3834e-01	1.9184e-01	0.673038	2
hDel_5623__250	26	2.3871e-01	1.9875e-01	0.682293	1
hDel_1024__1000	7	2.3934e-01	1.7333e-01	0.648722	1
hDel_6631__2500	7	2.3953e-01	1.7333e-01	0.648722	1
hDel_6949__5000	7	2.3978e-01	1.7333e-01	0.648722	1
hDel_500__0	20	2.4025e-01	1.9778e-01	0.682293	1
hDel_3879__2250	7	2.4035e-01	1.7333e-01	0.648722	1
hDel_6949__4250	5	2.4173e-01	1.8942e-01	0.668061	1
hDel_4284__250	12	2.4193e-01	1.9834e-01	0.682293	1
hDel_2055__3250	5	2.4268e-01	1.8942e-01	0.668061	1
hDel_5519__1250	18	2.4280e-01	2.0329e-01	0.688040	2
hDel_5810__250	16	2.4334e-01	2.2632e-01	0.725772	2
hDel_2610__3750	7	2.4336e-01	1.7847e-01	0.654424	1
hDel_1608__2750	5	2.4364e-01	1.9358e-01	0.675615	1
hDel_5075__0	5	2.4373e-01	1.9358e-01	0.675615	1
hDel_251__8750	6	2.4375e-01	1.8511e-01	0.659544	1
hDel_2945__250	23	2.4456e-01	2.0079e-01	0.684675	2
hDel_2093__17750	10	2.4675e-01	1.7477e-01	0.650021	1
hDel_5795__500	14	2.4679e-01	2.1690e-01	0.710443	1
hDel_3722__1250	7	2.4731e-01	1.8108e-01	0.654424	1
hDel_1863__5500	13	2.4816e-01	2.1369e-01	0.707870	1
hDel_1776__0	19	2.4817e-01	2.1607e-01	0.710443	2
hDel_935__3750	5	2.4859e-01	1.9568e-01	0.678692	1
hDel_6088__2000	17	2.4875e-01	2.2735e-01	0.725772	2
hDel_4563__250	15	2.4892e-01	2.2390e-01	0.720699	1
hDel_4926__1250	7	2.4930e-01	1.8108e-01	0.654424	1
hDel_6060__2250	9	2.5020e-01	1.7113e-01	0.645638	1
hDel_1927__5500	8	2.5051e-01	1.7687e-01	0.651849	1
hDel_794__5000	9	2.5092e-01	1.7113e-01	0.645638	1
hDel_2823__8750	9	2.5258e-01	1.7874e-01	0.654424	1
hDel_4987__2500	9	2.5345e-01	1.8025e-01	0.654424	1
hDel_4578__2750	17	2.5360e-01	2.3646e-01	0.741211	1
hDel_251__750	8	2.5439e-01	1.8115e-01	0.654424	1
hDel_6878__3250	15	2.5491e-01	2.3145e-01	0.733793	1
hDel_118__1500	31	2.5546e-01	2.1854e-01	0.711647	3
hDel_1740__500	9	2.5581e-01	1.8025e-01	0.654424	1
hDel_5864__2000	15	2.5621e-01	2.3145e-01	0.733793	1
hDel_2685__1250	6	2.5627e-01	2.0628e-01	0.692552	1
hDel_3059__17250	5	2.5656e-01	2.0805e-01	0.695005	1
hDel_6053__500	8	2.5657e-01	1.8544e-01	0.659544	1
hDel_7051__500	8	2.5811e-01	1.8544e-01	0.659544	1
hDel_5631__2250	17	2.5811e-01	2.3902e-01	0.741559	2
hDel_7179__2000	6	2.5840e-01	2.0628e-01	0.692552	1
hDel_6878__1250	10	2.5892e-01	1.8126e-01	0.654424	1
hDel_2354__5750	12	2.5953e-01	1.9834e-01	0.682293	1
hDel_4283__2500	11	2.6021e-01	1.9009e-01	0.669007	1
hDel_4859__10500	11	2.6059e-01	1.9009e-01	0.669007	1
hDel_5337__6000	12	2.6098e-01	1.9834e-01	0.682293	1
hDel_494__7250	5	2.6144e-01	2.1210e-01	0.703660	1
hDel_6137__1250	13	2.6146e-01	2.1733e-01	0.710443	1
hDel_1958__1750	5	2.6167e-01	2.1210e-01	0.703660	1
hDel_4578__3250	7	2.6339e-01	1.9688e-01	0.682169	1
hDel_5140__2750	8	2.6356e-01	1.9406e-01	0.675880	1
hDel_681__1000	9	2.6365e-01	1.8635e-01	0.661200	1
hDel_494__6000	8	2.6370e-01	1.9406e-01	0.675880	1
hDel_4157__4500	14	2.6387e-01	2.3191e-01	0.733793	1
hDel_4529__31000	19	2.6476e-01	2.2332e-01	0.719505	2
hDel_6394__37500	5	2.6488e-01	2.1422e-01	0.707870	0
hDel_7179__9750	5	2.6639e-01	2.1628e-01	0.710443	0
hDel_4191__0	19	2.6644e-01	2.2786e-01	0.725772	2
hDel_3429__4000	7	2.6664e-01	2.0210e-01	0.684675	1
hDel_4154__3000	23	2.6707e-01	2.1849e-01	0.711647	2
hDel_6849__500	31	2.6716e-01	2.4213e-01	0.744221	2
hDel_4623__2500	22	2.6794e-01	2.2757e-01	0.725772	1
hDel_6057__1500	6	2.6809e-01	2.1580e-01	0.710443	1
hDel_6410__2500	14	2.6830e-01	2.3567e-01	0.740799	1
hDel_4623__2750	11	2.6855e-01	1.9345e-01	0.675615	1
hDel_6931__1000	20	2.6883e-01	2.3150e-01	0.733793	1
hDel_6053__8250	6	2.6898e-01	2.1821e-01	0.711647	1
hDel_4901__750	12	2.6922e-01	2.0183e-01	0.684675	1
hDel_2823__2250	9	2.6933e-01	1.9247e-01	0.674552	1
hDel_1200__1750	13	2.6947e-01	2.1733e-01	0.710443	1
hDel_4277__1000	19	2.6955e-01	2.2786e-01	0.725772	2
hDel_1441__1500	7	2.6974e-01	2.0210e-01	0.684675	1
hDel_5140__1000	5	2.7011e-01	2.2037e-01	0.713230	0
hDel_3711__3750	18	2.7043e-01	2.4801e-01	0.750758	2
hDel_2823__1000	18	2.7043e-01	2.4801e-01	0.750758	2
hDel_6146__1500	7	2.7060e-01	2.0210e-01	0.684675	1
hDel_5519__250	7	2.7120e-01	2.0210e-01	0.684675	1
hDel_4706__5500	5	2.7148e-01	2.2441e-01	0.721034	0
hDel_4859__9250	7	2.7248e-01	2.0210e-01	0.684675	1
hDel_4839__1250	15	2.7261e-01	2.3906e-01	0.741559	1
hDel_6008__0	29	2.7346e-01	2.3343e-01	0.736509	2
hDel_5355__4500	7	2.7411e-01	2.0467e-01	0.690617	1
hDel_4555__2000	23	2.7460e-01	2.3180e-01	0.733793	1
hDel_6274__750	9	2.7474e-01	1.9856e-01	0.682293	1
hDel_4888__1000	8	2.7519e-01	2.0553e-01	0.692122	1
hDel_871__0	18	2.7524e-01	2.5754e-01	0.759802	2
hDel_4157__1250	21	2.7563e-01	2.3782e-01	0.741559	2
hDel_1062__500	7	2.7575e-01	2.0467e-01	0.690617	1
hDel_76__6750	12	2.7575e-01	2.0531e-01	0.692072	1
hDel_6656__0	9	2.7581e-01	1.9856e-01	0.682293	1
hDel_6057__250	12	2.7646e-01	2.0886e-01	0.696345	1
hDel_6048__500	6	2.7673e-01	2.1821e-01	0.711647	1
hDel_7044__5750	18	2.7757e-01	2.6163e-01	0.761713	2
hDel_6633__1500	21	2.7773e-01	2.3782e-01	0.741559	2
hDel_3388__1750	16	2.7775e-01	2.5347e-01	0.754824	1
hDel_6008__1500	9	2.7781e-01	2.0160e-01	0.684675	1
hDel_7179__2750	10	2.7790e-01	2.0055e-01	0.684675	1
hDel_2781__5500	21	2.7792e-01	2.3782e-01	0.741559	2
hDel_5245__2250	18	2.7817e-01	2.6163e-01	0.761713	1
hDel_923__5500	11	2.7875e-01	2.0019e-01	0.684675	1
hDel_4555__1250	29	2.7885e-01	2.4209e-01	0.744221	1
hDel_5037__1500	20	2.7906e-01	2.4347e-01	0.745752	2
hDel_2967__250	16	2.7909e-01	2.5347e-01	0.754824	1
hDel_2823__1250	13	2.7916e-01	2.1733e-01	0.710443	1
hDel_5393__500	19	2.7920e-01	2.5429e-01	0.754824	2
hDel_2959__0	7	2.8009e-01	2.1522e-01	0.710443	1
hDel_6222__2000	15	2.8131e-01	2.5051e-01	0.754727	1
hDel_1863__3250	12	2.8142e-01	2.0886e-01	0.696345	1
hDel_1003__1750	17	2.8160e-01	2.6788e-01	0.768344	1
hDel_4191__1500	16	2.8177e-01	2.5348e-01	0.754824	1
hDel_2685__1500	31	2.8260e-01	2.5213e-01	0.754824	2
hDel_961__750	13	2.8330e-01	2.1733e-01	0.710443	1
hDel_5795__0	11	2.8348e-01	2.0019e-01	0.684675	1
hDel_6190__2750	5	2.8398e-01	2.4275e-01	0.744221	0
hDel_5839__500	15	2.8494e-01	2.5431e-01	0.754824	1
hDel_3303__12250	9	2.8499e-01	2.0767e-01	0.694427	1
hDel_4555__1000	8	2.8502e-01	2.1410e-01	0.707870	1
hDel_6520__2750	8	2.8549e-01	2.1410e-01	0.707870	1
hDel_779__3000	7	2.8554e-01	2.2444e-01	0.721034	1
hDel_6410__3250	23	2.8579e-01	2.4209e-01	0.744221	2
hDel_636__2250	6	2.8586e-01	2.2767e-01	0.725772	1
hDel_7179__19750	11	2.8680e-01	2.0353e-01	0.688160	1
hDel_4623__500	19	2.8681e-01	2.6130e-01	0.761713	2
hDel_4397__1500	13	2.8699e-01	2.2094e-01	0.713230	1
hDel_6076__0	19	2.8705e-01	2.6130e-01	0.761713	1
hDel_845__0	13	2.8721e-01	2.2094e-01	0.713230	1
hDel_6002__5000	20	2.8753e-01	2.5252e-01	0.754824	1
hDel_6632__4000	22	2.8758e-01	2.4935e-01	0.752080	2
hDel_76__1250	17	2.8781e-01	2.6788e-01	0.768344	1
hDel_330__0	11	2.8790e-01	2.0691e-01	0.693297	1
hDel_4172__2750	8	2.8814e-01	2.1698e-01	0.710443	1
hDel_6878__4500	25	2.8899e-01	2.3923e-01	0.741559	2
hDel_4277__0	9	2.8923e-01	2.1068e-01	0.700319	1
hDel_4529__9500	11	2.8956e-01	2.0691e-01	0.693297	1
hDel_2610__2500	6	2.9002e-01	2.3006e-01	0.731387	1
hDel_4157__4000	7	2.9054e-01	2.3623e-01	0.741171	1
hDel_4605__4750	8	2.9057e-01	2.1985e-01	0.712441	1
hDel_532__250	6	2.9120e-01	2.3239e-01	0.733936	1
hDel_3909__1000	6	2.9156e-01	2.3239e-01	0.733936	1
hDel_4751__1250	7	2.9184e-01	2.3623e-01	0.741171	1
hDel_7021__47250	8	2.9218e-01	2.2273e-01	0.718308	1
hDel_5595__1000	9	2.9270e-01	2.1980e-01	0.712441	1
hDel_845__4750	22	2.9292e-01	2.5229e-01	0.754824	2
hDel_3037__250	26	2.9320e-01	2.4763e-01	0.750758	1
hDel_3091__1750	11	2.9340e-01	2.1035e-01	0.699908	1
hDel_3869__3000	9	2.9391e-01	2.1980e-01	0.712441	1
hDel_5595__750	14	2.9478e-01	2.3567e-01	0.740799	1
hDel_923__4750	12	2.9502e-01	2.1587e-01	0.710443	1
hDel_6234__3500	18	2.9573e-01	2.8566e-01	0.788555	1
hDel_6057__750	28	2.9604e-01	2.5487e-01	0.755816	2
hDel_855__1500	11	2.9650e-01	2.1035e-01	0.699908	1
hDel_5942__0	5	2.9691e-01	2.6055e-01	0.761713	0
hDel_6949__9250	6	2.9733e-01	2.4180e-01	0.744221	1
hDel_50__6250	19	2.9933e-01	2.8340e-01	0.785582	2
hDel_2497__6500	5	3.0085e-01	2.6648e-01	0.766537	0
hDel_5337__5250	6	3.0099e-01	2.4652e-01	0.749438	1
hDel_4720__5500	5	3.0132e-01	2.6648e-01	0.766537	0
hDel_7044__2750	7	3.0197e-01	2.4668e-01	0.749438	1
hDel_3897__3250	6	3.0200e-01	2.4652e-01	0.749438	1
hDel_7115__250	11	3.0238e-01	2.2054e-01	0.713230	1
hDel_172__5250	13	3.0274e-01	2.2824e-01	0.726310	1
hDel_6234__1000	14	3.0303e-01	2.3567e-01	0.740799	1
hDel_774__500	21	3.0316e-01	2.7238e-01	0.776172	2
hDel_5595__0	12	3.0359e-01	2.1940e-01	0.712441	1
hDel_7179__2250	12	3.0389e-01	2.1940e-01	0.712441	1
hDel_5508__500	26	3.0419e-01	2.6416e-01	0.765721	2
hDel_6624__250	5	3.0456e-01	2.6648e-01	0.766537	0
hDel_1455__250	17	3.0531e-01	2.7565e-01	0.777561	1
hDel_6878__4750	7	3.0594e-01	2.4668e-01	0.749438	1
hDel_76__2750	5	3.0643e-01	2.6844e-01	0.768344	0
hDel_3585__3250	11	3.0733e-01	2.2736e-01	0.725772	1
hDel_772__25250	15	3.0757e-01	2.5431e-01	0.754824	1
hDel_5337__0	11	3.0769e-01	2.2736e-01	0.725772	1
hDel_6269__2000	11	3.0805e-01	2.2736e-01	0.725772	1
hDel_1284__5750	14	3.0825e-01	2.3940e-01	0.741559	1
hDel_3181__5750	13	3.0950e-01	2.3365e-01	0.736512	1
hDel_3181__1250	19	3.1084e-01	3.0399e-01	0.801861	1
hDel_50__5750	20	3.1103e-01	2.9531e-01	0.800069	2
hDel_5660__1500	6	3.1136e-01	2.5830e-01	0.759802	0
hDel_2823__13000	6	3.1146e-01	2.5830e-01	0.759802	0
hDel_2585__0	8	3.1146e-01	2.3987e-01	0.742194	1
hDel_923__1250	8	3.1238e-01	2.4271e-01	0.744221	1
hDel_794__3000	9	3.1262e-01	2.3819e-01	0.741559	1
hDel_2020__250	8	3.1264e-01	2.4271e-01	0.744221	1
hDel_7179__6250	6	3.1321e-01	2.5830e-01	0.759802	0
hDel_6878__2750	6	3.1426e-01	2.5830e-01	0.759802	0
hDel_3181__4000	8	3.1435e-01	2.4558e-01	0.749438	1
hDel_6811__1500	19	3.1478e-01	3.0399e-01	0.801861	1
hDel_636__3250	27	3.1505e-01	2.7502e-01	0.776450	1
hDel_5355__8500	6	3.1520e-01	2.6062e-01	0.761713	0
hDel_681__2250	7	3.1533e-01	2.4933e-01	0.752080	1
hDel_494__9000	5	3.1690e-01	2.7813e-01	0.779650	0
hDel_76__5000	9	3.1716e-01	2.4131e-01	0.744221	1
hDel_5037__500	20	3.1791e-01	3.0239e-01	0.801861	1
hDel_5337__9750	6	3.1809e-01	2.6527e-01	0.765721	0
hDel_1997__8500	7	3.1866e-01	2.4933e-01	0.752080	1
hDel_923__500	10	3.1892e-01	2.3945e-01	0.741559	1
hDel_4759__3000	5	3.1907e-01	2.8008e-01	0.781311	0
hDel_779__2500	19	3.1960e-01	3.0803e-01	0.801861	1
hDel_923__750	11	3.1987e-01	2.3756e-01	0.741559	1
hDel_5826__4500	7	3.2020e-01	2.4933e-01	0.752080	1
hDel_6007__1250	15	3.2030e-01	2.5431e-01	0.754824	1
hDel_76__4000	8	3.2054e-01	2.5984e-01	0.761713	1
hDel_3909__1500	13	3.2128e-01	2.3911e-01	0.741559	1
hDel_2311__2750	8	3.2138e-01	2.5984e-01	0.761713	1
hDel_2967__0	5	3.2158e-01	2.8008e-01	0.781311	0
hDel_2781__5000	9	3.2240e-01	2.4739e-01	0.750758	1
hDel_6503__1000	10	3.2261e-01	2.4272e-01	0.744221	1
hDel_1608__2250	8	3.2371e-01	2.6266e-01	0.762743	1
hDel_3130__2750	15	3.2386e-01	2.5813e-01	0.759802	1
hDel_2020__9250	17	3.2388e-01	2.9139e-01	0.797521	1
hDel_2289__1250	8	3.2449e-01	2.6548e-01	0.765721	1
hDel_3430__4250	6	3.2486e-01	2.7687e-01	0.779044	0
hDel_5962__4500	11	3.2540e-01	2.4098e-01	0.744221	1
hDel_6447__2250	30	3.2592e-01	2.8674e-01	0.788960	2
hDel_2474__0	13	3.2644e-01	2.3911e-01	0.741559	1
hDel_6146__2250	23	3.2645e-01	3.0102e-01	0.801861	1
hDel_3181__2000	17	3.2669e-01	2.9139e-01	0.797521	1
hDel_1231__250	18	3.2684e-01	3.0538e-01	0.801861	1
hDel_5006__250	6	3.2722e-01	2.8364e-01	0.785582	0
hDel_7235__7250	7	3.2749e-01	2.6235e-01	0.762488	1
hDel_2284__0	14	3.2790e-01	2.5068e-01	0.754727	1
hDel_6563__750	8	3.2810e-01	2.6548e-01	0.765721	1
hDel_6904__0	13	3.2818e-01	2.3911e-01	0.741559	1
hDel_772__19500	19	3.2825e-01	3.1199e-01	0.803553	1
hDel_6151__0	8	3.2842e-01	2.6548e-01	0.765721	1
hDel_6088__3250	16	3.2848e-01	2.7285e-01	0.776189	1
hDel_5523__500	6	3.2849e-01	2.8364e-01	0.785582	0
hDel_3909__1250	12	3.2932e-01	2.4425e-01	0.747145	1
hDel_94__3500	11	3.2977e-01	2.4437e-01	0.747145	1
hDel_251__8000	8	3.2989e-01	2.6831e-01	0.768344	1
hDel_2610__3250	5	3.3021e-01	2.9152e-01	0.797521	0
hDel_2055__5750	8	3.3034e-01	2.6831e-01	0.768344	1
hDel_6878__5000	13	3.3074e-01	2.4637e-01	0.749438	1
hDel_5392__0	6	3.3113e-01	2.8364e-01	0.785582	0
hDel_5994__1000	13	3.3135e-01	2.4637e-01	0.749438	1
hDel_1939__0	6	3.3138e-01	2.8364e-01	0.785582	0
hDel_448__2000	9	3.3162e-01	2.5348e-01	0.754824	1
hDel_1927__6750	19	3.3210e-01	3.1199e-01	0.803553	1
hDel_500__1250	20	3.3226e-01	3.2625e-01	0.812895	2
hDel_4166__3500	10	3.3304e-01	2.5235e-01	0.754824	1
hDel_923__4000	7	3.3309e-01	2.7282e-01	0.776189	1
hDel_3181__2750	5	3.3454e-01	2.9343e-01	0.798621	0
hDel_1094__3250	23	3.3480e-01	3.0856e-01	0.801861	2
hDel_4859__8750	8	3.3488e-01	2.7404e-01	0.776450	1
hDel_4204__22250	11	3.3557e-01	2.5117e-01	0.754824	1
hDel_5648__500	25	3.3584e-01	3.0069e-01	0.801861	2
hDel_7061__9000	9	3.3633e-01	2.5348e-01	0.754824	1
hDel_6057__6250	8	3.3679e-01	2.7685e-01	0.779044	1
hDel_4944__3000	10	3.3690e-01	2.5554e-01	0.757150	1
hDel_5337__10000	14	3.3731e-01	2.5806e-01	0.759802	1
hDel_1460__0	6	3.3736e-01	2.9720e-01	0.801861	0
hDel_1076__3000	11	3.3773e-01	2.5117e-01	0.754824	1
hDel_5804__2250	10	3.3855e-01	2.5883e-01	0.760167	1
hDel_779__1750	12	3.3928e-01	2.5140e-01	0.754824	1
hDel_4149__5000	7	3.3948e-01	2.7808e-01	0.779650	1
hDel_7107__3250	8	3.3958e-01	2.7686e-01	0.779044	1
hDel_3456__8500	21	3.3959e-01	3.3025e-01	0.814354	2
hDel_1635__1500	7	3.4137e-01	2.8070e-01	0.781311	1
hDel_2028__2000	7	3.4182e-01	2.8070e-01	0.781311	1
hDel_5804__1750	22	3.4204e-01	3.2029e-01	0.811819	2
hDel_2623__3250	5	3.4243e-01	3.0101e-01	0.801861	0
hDel_1078__250	18	3.4245e-01	3.0933e-01	0.801861	1
hDel_1062__6000	7	3.4288e-01	2.8070e-01	0.781311	1
hDel_1076__2500	14	3.4381e-01	2.5806e-01	0.759802	1
hDel_1306__3750	12	3.4431e-01	2.5848e-01	0.759802	1
hDel_76__6000	10	3.4457e-01	2.6203e-01	0.762227	1
