group_id	items_in_group	lo_value	p	FDR	goodsgrna
hDel_6075__500	5	1.2886e-01	1.3248e-01	0.986032	0
hDel_1166__-250	16	1.2887e-01	1.0791e-01	0.986032	1
hDel_494__7500	5	1.2894e-01	1.3248e-01	0.986032	0
hDel_5909__12750	6	1.2896e-01	1.3000e-01	0.986032	0
hDel_4964__4000	7	1.2896e-01	1.3191e-01	0.986032	0
hDel_5370__500	9	1.2897e-01	1.1641e-01	0.986032	0
hDel_2091__1750	5	1.2902e-01	1.3248e-01	0.986032	0
hDel_3294__3500	8	1.2902e-01	1.2565e-01	0.986032	0
hDel_306__250	5	1.2907e-01	1.3248e-01	0.986032	0
hDel_2925__1250	7	1.2908e-01	1.3191e-01	0.986032	0
hDel_1327__3250	5	1.2910e-01	1.3248e-01	0.986032	0
hDel_5502__750	6	1.2910e-01	1.3000e-01	0.986032	0
hDel_3530__1500	7	1.2912e-01	1.3191e-01	0.986032	0
hDel_3530__1250	7	1.2912e-01	1.3191e-01	0.986032	0
hDel_5057__250	8	1.2913e-01	1.2565e-01	0.986032	0
hDel_772__21250	5	1.2914e-01	1.3248e-01	0.986032	0
hDel_5637__1250	10	1.2914e-01	1.2239e-01	0.986032	0
hDel_5637__1000	10	1.2914e-01	1.2239e-01	0.986032	0
hDel_4110__750	6	1.2915e-01	1.3000e-01	0.986032	0
hDel_4063__1500	9	1.2916e-01	1.1641e-01	0.986032	0
hDel_3869__69500	7	1.2923e-01	1.3191e-01	0.986032	0
hDel_2569__1000	5	1.2924e-01	1.3248e-01	0.986032	0
hDel_3666__1000	6	1.2925e-01	1.3000e-01	0.986032	0
hDel_285__0	5	1.2927e-01	1.3248e-01	0.986032	0
hDel_1191__2250	9	1.2931e-01	1.1641e-01	0.986032	0
hDel_5771__750	7	1.2934e-01	1.3191e-01	0.986032	0
hDel_5562__8000	10	1.2936e-01	1.2239e-01	0.986032	0
hDel_5562__8250	10	1.2936e-01	1.2239e-01	0.986032	0
hDel_1656__2000	7	1.2938e-01	1.3191e-01	0.986032	0
hDel_3869__20500	6	1.2944e-01	1.3523e-01	0.986032	0
hDel_2770__750	5	1.2948e-01	1.3248e-01	0.986032	0
hDel_3456__7500	7	1.2951e-01	1.3191e-01	0.986032	0
hDel_3127__0	10	1.2957e-01	1.2239e-01	0.986032	0
hDel_3127__-250	10	1.2957e-01	1.2239e-01	0.986032	0
hDel_5311__250	9	1.2970e-01	1.1911e-01	0.986032	0
hDel_6410__1750	5	1.2970e-01	1.3248e-01	0.986032	0
hDel_4277__1500	6	1.2970e-01	1.3523e-01	0.986032	0
hDel_2088__0	7	1.2976e-01	1.3191e-01	0.986032	0
hDel_1940__1750	6	1.2977e-01	1.3523e-01	0.986032	0
hDel_4719__3750	9	1.2979e-01	1.1911e-01	0.986032	0
hDel_2699__0	7	1.2980e-01	1.3191e-01	0.986032	0
hDel_1809__3750	6	1.2980e-01	1.3523e-01	0.986032	0
hDel_3295__0	10	1.2982e-01	1.2239e-01	0.986032	0
hDel_5148__0	10	1.2982e-01	1.2239e-01	0.986032	0
hDel_2049__1000	5	1.2982e-01	1.3248e-01	0.986032	0
hDel_3740__4500	9	1.2984e-01	1.1911e-01	0.986032	0
hDel_6456__5000	8	1.2984e-01	1.2565e-01	0.986032	0
hDel_3303__13500	7	1.2985e-01	1.3191e-01	0.986032	0
hDel_3868__250	7	1.2985e-01	1.3191e-01	0.986032	0
hDel_5083__0	11	1.2989e-01	1.2774e-01	0.986032	0
hDel_5826__4250	5	1.2989e-01	1.3248e-01	0.986032	0
hDel_5838__250	8	1.2993e-01	1.2565e-01	0.986032	0
hDel_2243__3000	9	1.2994e-01	1.1911e-01	0.986032	0
hDel_3843__14500	9	1.3004e-01	1.1911e-01	0.986032	0
hDel_4761__0	8	1.3006e-01	1.2565e-01	0.986032	0
hDel_1023__250	6	1.3009e-01	1.3523e-01	0.986032	0
hDel_5474__2250	8	1.3010e-01	1.2565e-01	0.986032	0
hDel_5049__9000	5	1.3016e-01	1.3248e-01	0.986032	0
hDel_4205__4500	10	1.3016e-01	1.2239e-01	0.986032	0
hDel_4205__4250	10	1.3016e-01	1.2239e-01	0.986032	0
hDel_3765__1250	7	1.3018e-01	1.3191e-01	0.986032	0
hDel_2024__4500	6	1.3023e-01	1.3523e-01	0.986032	0
hDel_5314__1500	7	1.3025e-01	1.3191e-01	0.986032	0
hDel_6456__500	5	1.3036e-01	1.3248e-01	0.986032	0
hDel_7028__33000	6	1.3036e-01	1.3523e-01	0.986032	0
hDel_3740__32750	9	1.3037e-01	1.1911e-01	0.986032	0
hDel_3871__500	9	1.3042e-01	1.1911e-01	0.986032	0
hDel_4972__4250	7	1.3048e-01	1.3399e-01	0.986032	0
hDel_4694__0	10	1.3049e-01	1.2239e-01	0.986032	0
hDel_1986__250	8	1.3049e-01	1.2565e-01	0.986032	0
hDel_2775__4000	5	1.3049e-01	1.3248e-01	0.986032	0
hDel_5489__0	10	1.3054e-01	1.2239e-01	0.986032	0
hDel_5810__4250	5	1.3059e-01	1.3248e-01	0.986032	0
hDel_3569__4750	7	1.3059e-01	1.3399e-01	0.986032	0
hDel_2739__5750	10	1.3081e-01	1.2239e-01	0.986032	0
hDel_6387__0	9	1.3081e-01	1.1911e-01	0.986032	0
hDel_6097__0	6	1.3091e-01	1.3523e-01	0.986032	0
hDel_1478__1250	6	1.3097e-01	1.3523e-01	0.986032	0
hDel_1331__10750	8	1.3101e-01	1.2565e-01	0.986032	0
hDel_3610__1750	6	1.3107e-01	1.3523e-01	0.986032	0
hDel_5058__500	6	1.3107e-01	1.3523e-01	0.986032	0
hDel_6538__750	7	1.3112e-01	1.3399e-01	0.986032	0
hDel_1222__-250	18	1.3113e-01	1.0545e-01	0.986032	1
hDel_4047__0	6	1.3114e-01	1.3523e-01	0.986032	0
hDel_5765__750	5	1.3117e-01	1.3399e-01	0.986032	0
hDel_7097__10750	8	1.3118e-01	1.2565e-01	0.986032	0
hDel_6257__250	9	1.3120e-01	1.2176e-01	0.986032	0
hDel_3740__2250	5	1.3123e-01	1.3399e-01	0.986032	0
hDel_2575__750	10	1.3124e-01	1.2239e-01	0.986032	0
hDel_1727__1750	8	1.3131e-01	1.2565e-01	0.986032	0
hDel_4421__7500	9	1.3137e-01	1.2176e-01	0.986032	0
hDel_961__1250	7	1.3137e-01	1.3399e-01	0.986032	0
hDel_3402__10750	8	1.3140e-01	1.2565e-01	0.986032	0
hDel_168__250	6	1.3146e-01	1.3700e-01	0.986032	0
hDel_5355__6000	7	1.3146e-01	1.3399e-01	0.986032	0
hDel_5092__1750	7	1.3146e-01	1.3399e-01	0.986032	0
hDel_3505__0	11	1.3148e-01	1.2774e-01	0.986032	0
hDel_1817__0	10	1.3151e-01	1.2239e-01	0.986032	0
hDel_516__22250	8	1.3153e-01	1.2565e-01	0.986032	0
hDel_516__22500	8	1.3153e-01	1.2565e-01	0.986032	0
hDel_2055__1250	7	1.3158e-01	1.3399e-01	0.986032	0
hDel_4205__19750	9	1.3158e-01	1.2176e-01	0.986032	0
hDel_1826__5250	5	1.3161e-01	1.3399e-01	0.986032	0
hDel_4959__4500	10	1.3161e-01	1.2239e-01	0.986032	0
hDel_738__250	7	1.3165e-01	1.3399e-01	0.986032	0
hDel_5195__250	6	1.3166e-01	1.3700e-01	0.986032	0
hDel_5955__0	10	1.3167e-01	1.2239e-01	0.986032	0
hDel_3141__1250	9	1.3173e-01	1.2176e-01	0.986032	0
hDel_6299__500	6	1.3175e-01	1.3700e-01	0.986032	0
hDel_1655__1750	9	1.3178e-01	1.2176e-01	0.986032	0
hDel_2418__1750	6	1.3179e-01	1.3700e-01	0.986032	0
hDel_5193__250	7	1.3182e-01	1.3814e-01	0.986032	0
hDel_2423__250	8	1.3187e-01	1.2565e-01	0.986032	0
hDel_3402__10000	9	1.3192e-01	1.2176e-01	0.986032	0
hDel_3371__6000	6	1.3193e-01	1.3700e-01	0.986032	0
hDel_3371__6250	6	1.3193e-01	1.3700e-01	0.986032	0
hDel_3869__5250	8	1.3193e-01	1.2565e-01	0.986032	0
hDel_2973__0	8	1.3193e-01	1.2565e-01	0.986032	0
hDel_794__2500	7	1.3199e-01	1.3814e-01	0.986032	0
hDel_6853__0	12	1.3201e-01	1.2774e-01	0.986032	0
hDel_7235__11000	9	1.3202e-01	1.2176e-01	0.986032	0
hDel_5097__0	8	1.3208e-01	1.2565e-01	0.986032	0
hDel_3498__4500	6	1.3214e-01	1.3875e-01	0.986032	0
hDel_1118__250	7	1.3218e-01	1.3814e-01	0.986032	0
hDel_1118__500	7	1.3218e-01	1.3814e-01	0.986032	0
hDel_6565__250	8	1.3219e-01	1.2565e-01	0.986032	0
hDel_6565__0	8	1.3219e-01	1.2565e-01	0.986032	0
hDel_1366__1000	5	1.3221e-01	1.3399e-01	0.986032	0
hDel_3987__2250	7	1.3222e-01	1.3814e-01	0.986032	0
hDel_2823__13500	8	1.3226e-01	1.2565e-01	0.986032	0
hDel_3522__0	10	1.3231e-01	1.2239e-01	0.986032	0
hDel_4325__750	9	1.3236e-01	1.2176e-01	0.986032	0
hDel_4325__1000	9	1.3236e-01	1.2176e-01	0.986032	0
hDel_2839__2750	10	1.3237e-01	1.2239e-01	0.986032	0
hDel_2839__3000	10	1.3237e-01	1.2239e-01	0.986032	0
hDel_562__1250	5	1.3237e-01	1.3399e-01	0.986032	0
hDel_3326__1250	8	1.3243e-01	1.2801e-01	0.986032	0
hDel_2173__3250	7	1.3244e-01	1.3814e-01	0.986032	0
hDel_4002__1000	8	1.3247e-01	1.2801e-01	0.986032	0
hDel_4056__0	10	1.3258e-01	1.2239e-01	0.986032	0
hDel_4056__250	10	1.3258e-01	1.2239e-01	0.986032	0
hDel_227__-250	6	1.3263e-01	1.4050e-01	0.986032	0
hDel_173__1500	9	1.3270e-01	1.2176e-01	0.986032	0
hDel_4450__32250	9	1.3274e-01	1.2176e-01	0.986032	0
hDel_7235__16500	9	1.3284e-01	1.2176e-01	0.986032	0
hDel_7235__16750	9	1.3284e-01	1.2176e-01	0.986032	0
hDel_2564__4750	5	1.3286e-01	1.3399e-01	0.986032	0
hDel_5738__8750	9	1.3289e-01	1.2176e-01	0.986032	0
hDel_5905__0	10	1.3290e-01	1.2239e-01	0.986032	0
hDel_5180__25250	5	1.3297e-01	1.3399e-01	0.986032	0
hDel_2362__6250	9	1.3299e-01	1.2176e-01	0.986032	0
hDel_3373__33750	6	1.3308e-01	1.4230e-01	0.986032	0
hDel_1489__250	6	1.3312e-01	1.4230e-01	0.986032	0
hDel_6559__250	8	1.3312e-01	1.2801e-01	0.986032	0
hDel_6559__0	8	1.3312e-01	1.2801e-01	0.986032	0
hDel_2650__2500	10	1.3314e-01	1.2239e-01	0.986032	0
hDel_2650__2750	10	1.3314e-01	1.2239e-01	0.986032	0
hDel_399__1500	8	1.3316e-01	1.2801e-01	0.986032	0
hDel_399__1250	8	1.3316e-01	1.2801e-01	0.986032	0
hDel_3925__-250	6	1.3320e-01	1.4230e-01	0.986032	0
hDel_907__1250	6	1.3320e-01	1.4230e-01	0.986032	0
hDel_4418__4500	9	1.3323e-01	1.2176e-01	0.986032	0
hDel_4230__1000	7	1.3324e-01	1.3814e-01	0.986032	0
hDel_3563__0	5	1.3327e-01	1.3399e-01	0.986032	0
hDel_2775__8000	9	1.3328e-01	1.2176e-01	0.986032	0
hDel_4584__250	8	1.3329e-01	1.2801e-01	0.986032	0
hDel_4486__4250	8	1.3338e-01	1.2801e-01	0.986032	0
hDel_6298__0	10	1.3341e-01	1.2239e-01	0.986032	0
hDel_3640__1500	9	1.3344e-01	1.2176e-01	0.986032	0
hDel_3379__22250	8	1.3346e-01	1.2801e-01	0.986032	0
hDel_419__0	18	1.3348e-01	1.0545e-01	0.986032	1
hDel_476__1000	5	1.3359e-01	1.3399e-01	0.986032	0
hDel_4190__6500	9	1.3364e-01	1.2176e-01	0.986032	0
hDel_714__4750	5	1.3367e-01	1.3399e-01	0.986032	0
hDel_714__4500	5	1.3367e-01	1.3399e-01	0.986032	0
hDel_3747__500	8	1.3372e-01	1.2801e-01	0.986032	0
hDel_3747__250	8	1.3372e-01	1.2801e-01	0.986032	0
hDel_502__750	10	1.3376e-01	1.2239e-01	0.986032	0
hDel_5161__750	7	1.3380e-01	1.3814e-01	0.986032	0
hDel_5780__500	5	1.3381e-01	1.3399e-01	0.986032	0
hDel_6179__-250	14	1.3393e-01	1.1910e-01	0.986032	1
hDel_6098__250	9	1.3395e-01	1.2176e-01	0.986032	0
hDel_2749__250	8	1.3402e-01	1.2801e-01	0.986032	0
hDel_772__0	10	1.3403e-01	1.2239e-01	0.986032	0
hDel_3869__29500	6	1.3406e-01	1.4230e-01	0.986032	0
hDel_1201__0	10	1.3408e-01	1.2239e-01	0.986032	0
hDel_4032__-250	13	1.3411e-01	1.3007e-01	0.986032	0
hDel_5221__1250	6	1.3412e-01	1.4230e-01	0.986032	0
hDel_1142__2000	10	1.3413e-01	1.2239e-01	0.986032	0
hDel_1142__2250	10	1.3413e-01	1.2239e-01	0.986032	0
hDel_5456__1250	5	1.3413e-01	1.3399e-01	0.986032	0
hDel_5456__1500	5	1.3413e-01	1.3399e-01	0.986032	0
hDel_1607__0	17	1.3418e-01	1.1406e-01	0.986032	1
hDel_3402__16000	8	1.3419e-01	1.2801e-01	0.986032	0
hDel_3402__16250	8	1.3419e-01	1.2801e-01	0.986032	0
hDel_675__3000	5	1.3422e-01	1.3399e-01	0.986032	0
hDel_4721__2750	10	1.3424e-01	1.2239e-01	0.986032	0
hDel_4844__0	6	1.3428e-01	1.4230e-01	0.986032	0
hDel_2421__-250	10	1.3432e-01	1.2239e-01	0.986032	0
hDel_5689__1750	7	1.3433e-01	1.4018e-01	0.986032	0
hDel_3092__2500	5	1.3438e-01	1.3399e-01	0.986032	0
hDel_5022__0	7	1.3440e-01	1.4018e-01	0.986032	0
hDel_6132__1000	5	1.3443e-01	1.3399e-01	0.986032	0
hDel_4660__1000	8	1.3445e-01	1.2801e-01	0.986032	0
hDel_6581__750	6	1.3448e-01	1.4230e-01	0.986032	0
hDel_5072__250	9	1.3448e-01	1.2442e-01	0.986032	0
hDel_2564__750	8	1.3449e-01	1.2801e-01	0.986032	0
hDel_4529__500	7	1.3456e-01	1.4018e-01	0.986032	0
hDel_2847__2500	5	1.3460e-01	1.3399e-01	0.986032	0
hDel_622__750	8	1.3462e-01	1.2801e-01	0.986032	0
hDel_453__1500	9	1.3492e-01	1.2442e-01	0.986032	0
hDel_176__2250	8	1.3492e-01	1.3040e-01	0.986032	0
hDel_6391__3500	8	1.3497e-01	1.3040e-01	0.986032	0
hDel_4578__0	10	1.3512e-01	1.2239e-01	0.986032	0
hDel_285__2500	10	1.3512e-01	1.2239e-01	0.986032	0
hDel_4524__11750	8	1.3514e-01	1.3040e-01	0.986032	0
hDel_5077__250	6	1.3519e-01	1.4406e-01	0.986032	0
hDel_3346__2750	9	1.3520e-01	1.2442e-01	0.986032	0
hDel_6394__44500	5	1.3522e-01	1.3399e-01	0.986032	0
hDel_4586__2500	9	1.3525e-01	1.2442e-01	0.986032	0
hDel_4586__2250	9	1.3525e-01	1.2442e-01	0.986032	0
hDel_6835__-250	14	1.3527e-01	1.2319e-01	0.986032	1
hDel_5967__6000	5	1.3527e-01	1.3399e-01	0.986032	0
hDel_4523__2750	6	1.3532e-01	1.4406e-01	0.986032	0
hDel_4690__2000	8	1.3535e-01	1.3274e-01	0.986032	0
hDel_3483__13750	8	1.3542e-01	1.3274e-01	0.986032	0
hDel_1394__20000	7	1.3550e-01	1.4018e-01	0.986032	0
hDel_5386__750	8	1.3552e-01	1.3274e-01	0.986032	0
hDel_6485__500	9	1.3554e-01	1.2442e-01	0.986032	0
hDel_4031__500	7	1.3557e-01	1.4018e-01	0.986032	0
hDel_5855__0	5	1.3567e-01	1.3399e-01	0.986032	0
hDel_2881__4000	9	1.3578e-01	1.2442e-01	0.986032	0
hDel_5994__1250	10	1.3579e-01	1.2239e-01	0.986032	0
hDel_2746__250	8	1.3587e-01	1.3274e-01	0.986032	0
hDel_772__15000	10	1.3595e-01	1.2239e-01	0.986032	0
hDel_772__15250	10	1.3595e-01	1.2239e-01	0.986032	0
hDel_1483__-250	9	1.3598e-01	1.2442e-01	0.986032	0
hDel_809__750	8	1.3599e-01	1.3274e-01	0.986032	0
hDel_4476__1250	7	1.3606e-01	1.4018e-01	0.986032	0
hDel_3884__7000	9	1.3607e-01	1.2442e-01	0.986032	0
hDel_3812__1000	8	1.3612e-01	1.3274e-01	0.986032	0
hDel_654__3000	9	1.3622e-01	1.2442e-01	0.986032	0
hDel_3373__6000	10	1.3627e-01	1.2239e-01	0.986032	0
hDel_3373__5750	10	1.3627e-01	1.2239e-01	0.986032	0
hDel_122__2500	8	1.3627e-01	1.3511e-01	0.986032	0
hDel_6829__0	9	1.3631e-01	1.2442e-01	0.986032	0
hDel_6951__3750	6	1.3632e-01	1.4406e-01	0.986032	0
hDel_273__250	7	1.3644e-01	1.4018e-01	0.986032	0
hDel_5421__750	9	1.3650e-01	1.2705e-01	0.986032	0
hDel_970__3000	9	1.3655e-01	1.2705e-01	0.986032	0
hDel_5563__0	11	1.3660e-01	1.3099e-01	0.986032	0
hDel_249__-250	9	1.3660e-01	1.2705e-01	0.986032	0
hDel_3490__0	5	1.3660e-01	1.3546e-01	0.986032	0
hDel_5436__0	11	1.3666e-01	1.3099e-01	0.986032	0
hDel_562__0	5	1.3667e-01	1.3546e-01	0.986032	0
hDel_6183__0	8	1.3668e-01	1.3751e-01	0.986032	0
hDel_4982__3750	9	1.3670e-01	1.2971e-01	0.986032	0
hDel_3491__8500	7	1.3674e-01	1.4018e-01	0.986032	0
hDel_3989__-250	13	1.3674e-01	1.3007e-01	0.986032	0
hDel_5623__750	5	1.3675e-01	1.3546e-01	0.986032	0
hDel_917__0	10	1.3680e-01	1.2239e-01	0.986032	0
hDel_2175__2000	8	1.3681e-01	1.3751e-01	0.986032	0
hDel_6842__500	7	1.3681e-01	1.4018e-01	0.986032	0
hDel_2174__500	10	1.3686e-01	1.2239e-01	0.986032	0
hDel_3102__250	5	1.3693e-01	1.3546e-01	0.986032	0
hDel_397__2250	9	1.3694e-01	1.2971e-01	0.986032	0
hDel_397__2500	9	1.3694e-01	1.2971e-01	0.986032	0
hDel_5831__1750	7	1.3696e-01	1.4018e-01	0.986032	0
hDel_7096__16000	9	1.3699e-01	1.2971e-01	0.986032	0
hDel_518__9250	10	1.3699e-01	1.2239e-01	0.986032	0
hDel_5629__0	7	1.3702e-01	1.4018e-01	0.986032	0
hDel_2450__1250	8	1.3707e-01	1.3983e-01	0.986032	0
hDel_3722__500	6	1.3715e-01	1.4580e-01	0.986032	0
hDel_4834__1000	5	1.3716e-01	1.3546e-01	0.986032	0
hDel_490__2000	7	1.3717e-01	1.4018e-01	0.986032	0
hDel_5348__2000	8	1.3719e-01	1.3983e-01	0.986032	0
hDel_5024__1250	6	1.3720e-01	1.4580e-01	0.986032	0
hDel_4662__-250	10	1.3723e-01	1.2239e-01	0.986032	0
hDel_2268__0	7	1.3726e-01	1.4018e-01	0.986032	0
hDel_1369__1000	8	1.3728e-01	1.4219e-01	0.986032	0
hDel_3372__250	10	1.3728e-01	1.2239e-01	0.986032	0
hDel_1394__11500	9	1.3739e-01	1.2971e-01	0.986032	0
hDel_5671__0	10	1.3744e-01	1.2239e-01	0.986032	0
hDel_5671__250	10	1.3744e-01	1.2239e-01	0.986032	0
hDel_7097__750	9	1.3751e-01	1.2971e-01	0.986032	0
hDel_6188__1250	10	1.3760e-01	1.2239e-01	0.986032	0
hDel_6188__1500	10	1.3760e-01	1.2239e-01	0.986032	0
hDel_4850__3750	9	1.3761e-01	1.3234e-01	0.986032	0
hDel_1028__2250	9	1.3771e-01	1.3234e-01	0.986032	0
hDel_1028__2500	9	1.3771e-01	1.3234e-01	0.986032	0
hDel_5804__4250	6	1.3771e-01	1.4580e-01	0.986032	0
hDel_5909__5750	8	1.3775e-01	1.4219e-01	0.986032	0
hDel_5816__750	5	1.3785e-01	1.3843e-01	0.986032	0
hDel_1393__1750	7	1.3790e-01	1.4225e-01	0.986032	0
hDel_1705__750	6	1.3791e-01	1.4580e-01	0.986032	0
hDel_1705__500	6	1.3791e-01	1.4580e-01	0.986032	0
hDel_2595__500	9	1.3795e-01	1.3234e-01	0.986032	0
hDel_1738__750	9	1.3809e-01	1.3501e-01	0.986032	0
hDel_614__1250	7	1.3813e-01	1.4225e-01	0.986032	0
hDel_6131__1250	9	1.3814e-01	1.3501e-01	0.986032	0
hDel_6131__1000	9	1.3814e-01	1.3501e-01	0.986032	0
hDel_1720__1500	8	1.3818e-01	1.4219e-01	0.986032	0
hDel_1519__22250	7	1.3820e-01	1.4225e-01	0.986032	0
hDel_1519__22500	7	1.3820e-01	1.4225e-01	0.986032	0
hDel_4688__500	8	1.3826e-01	1.4219e-01	0.986032	0
hDel_396__20500	6	1.3830e-01	1.4756e-01	0.986032	0
hDel_2275__9000	9	1.3833e-01	1.3501e-01	0.986032	0
hDel_2275__9250	9	1.3833e-01	1.3501e-01	0.986032	0
hDel_1062__3750	9	1.3833e-01	1.3501e-01	0.986032	0
hDel_6498__1250	10	1.3835e-01	1.2239e-01	0.986032	0
hDel_5166__1750	5	1.3837e-01	1.3843e-01	0.986032	0
hDel_7179__7500	8	1.3839e-01	1.4219e-01	0.986032	0
hDel_4129__1500	5	1.3844e-01	1.3843e-01	0.986032	0
hDel_3101__-250	5	1.3850e-01	1.3843e-01	0.986032	0
hDel_5347__500	6	1.3859e-01	1.4756e-01	0.986032	0
hDel_1863__6250	6	1.3871e-01	1.4756e-01	0.986032	0
hDel_3489__1000	9	1.3886e-01	1.3501e-01	0.986032	0
hDel_826__4250	8	1.3891e-01	1.4219e-01	0.986032	0
hDel_1966__750	6	1.3891e-01	1.4756e-01	0.986032	0
hDel_3869__61750	5	1.3894e-01	1.3843e-01	0.986032	0
hDel_1763__-250	6	1.3896e-01	1.4756e-01	0.986032	0
hDel_5972__0	12	1.3898e-01	1.3478e-01	0.986032	0
hDel_4450__10500	8	1.3899e-01	1.4219e-01	0.986032	0
hDel_4450__10250	8	1.3899e-01	1.4219e-01	0.986032	0
hDel_5776__8500	8	1.3908e-01	1.4219e-01	0.986032	0
hDel_811__1250	5	1.3912e-01	1.3843e-01	0.986032	0
hDel_1094__1000	10	1.3920e-01	1.2239e-01	0.986032	0
hDel_3469__500	6	1.3923e-01	1.4756e-01	0.986032	0
hDel_2362__7000	5	1.3925e-01	1.3843e-01	0.986032	0
hDel_5562__7750	10	1.3926e-01	1.2239e-01	0.986032	0
hDel_7097__7000	6	1.3926e-01	1.4756e-01	0.986032	0
hDel_228__250	9	1.3929e-01	1.3501e-01	0.986032	0
hDel_2569__250	10	1.3931e-01	1.2239e-01	0.986032	0
hDel_2569__0	10	1.3931e-01	1.2239e-01	0.986032	0
hDel_1581__-250	13	1.3937e-01	1.3385e-01	0.986032	0
hDel_1581__0	13	1.3937e-01	1.3385e-01	0.986032	0
hDel_5627__250	7	1.3940e-01	1.4638e-01	0.986032	0
hDel_5408__750	6	1.3942e-01	1.4756e-01	0.986032	0
hDel_7199__5750	5	1.3944e-01	1.3843e-01	0.986032	0
hDel_4629__1250	10	1.3949e-01	1.2239e-01	0.986032	0
hDel_3740__26500	5	1.3955e-01	1.3843e-01	0.986032	0
hDel_4050__2750	6	1.3959e-01	1.4756e-01	0.986032	0
hDel_5508__0	10	1.3963e-01	1.2534e-01	0.986032	0
hDel_3884__3000	7	1.3963e-01	1.4638e-01	0.986032	0
hDel_5374__0	6	1.3965e-01	1.4756e-01	0.986032	0
hDel_5828__250	9	1.3965e-01	1.3501e-01	0.986032	0
hDel_3304__250	5	1.3970e-01	1.3843e-01	0.986032	0
hDel_361__14500	7	1.3970e-01	1.4638e-01	0.986032	0
hDel_3869__41750	5	1.3974e-01	1.3843e-01	0.986032	0
hDel_6053__1250	9	1.3975e-01	1.3633e-01	0.986032	0
hDel_5967__3250	6	1.3978e-01	1.4756e-01	0.986032	0
hDel_1981__2500	10	1.3984e-01	1.2534e-01	0.986032	0
hDel_1981__2750	10	1.3984e-01	1.2534e-01	0.986032	0
hDel_4479__5250	7	1.3985e-01	1.4638e-01	0.986032	0
hDel_4478__3000	8	1.3989e-01	1.4454e-01	0.986032	0
hDel_1960__250	10	1.3989e-01	1.2534e-01	0.986032	0
hDel_5670__8750	7	1.3993e-01	1.4638e-01	0.986032	0
hDel_2922__2000	8	1.3993e-01	1.4454e-01	0.986032	0
hDel_2734__1250	6	1.3996e-01	1.4756e-01	0.986032	0
hDel_4618__29750	5	1.3998e-01	1.3991e-01	0.986032	0
hDel_472__2750	8	1.4000e-01	1.4454e-01	0.986032	0
hDel_3874__500	7	1.4004e-01	1.4638e-01	0.986032	0
hDel_6531__2000	7	1.4008e-01	1.4638e-01	0.986032	0
hDel_6274__1500	8	1.4008e-01	1.4454e-01	0.986032	0
hDel_772__23750	8	1.4008e-01	1.4454e-01	0.986032	0
hDel_1394__14500	9	1.4015e-01	1.4026e-01	0.986032	0
hDel_631__250	10	1.4016e-01	1.2534e-01	0.986032	0
hDel_3533__750	7	1.4023e-01	1.4638e-01	0.986032	0
hDel_3190__750	6	1.4026e-01	1.4756e-01	0.986032	0
hDel_2093__3250	6	1.4026e-01	1.4756e-01	0.986032	0
hDel_2087__0	10	1.4029e-01	1.2534e-01	0.986032	0
hDel_1243__2250	10	1.4029e-01	1.2534e-01	0.986032	0
hDel_2684__1500	9	1.4030e-01	1.4026e-01	0.986032	0
hDel_686__3000	5	1.4030e-01	1.3991e-01	0.986032	0
hDel_5452__250	8	1.4032e-01	1.4454e-01	0.986032	0
hDel_607__0	7	1.4032e-01	1.4638e-01	0.986032	0
hDel_1632__-250	9	1.4035e-01	1.4026e-01	0.986032	0
hDel_4332__3500	5	1.4039e-01	1.3991e-01	0.986032	0
hDel_2956__2500	8	1.4042e-01	1.4454e-01	0.986032	0
hDel_5468__0	12	1.4045e-01	1.3830e-01	0.986032	0
hDel_5356__3500	8	1.4049e-01	1.4454e-01	0.986032	0
hDel_982__0	7	1.4053e-01	1.4638e-01	0.986032	0
hDel_2886__1500	9	1.4054e-01	1.4026e-01	0.986032	0
hDel_2672__0	6	1.4058e-01	1.4756e-01	0.986032	0
hDel_2797__500	9	1.4059e-01	1.4026e-01	0.986032	0
hDel_4205__41000	10	1.4064e-01	1.2830e-01	0.986032	0
hDel_5247__0	10	1.4069e-01	1.2830e-01	0.986032	0
hDel_1966__1250	9	1.4073e-01	1.4026e-01	0.986032	0
hDel_4031__250	9	1.4078e-01	1.4026e-01	0.986032	0
hDel_3877__250	8	1.4079e-01	1.4454e-01	0.986032	0
hDel_5562__10250	7	1.4079e-01	1.4638e-01	0.986032	0
hDel_2074__0	11	1.4081e-01	1.3420e-01	0.986032	0
hDel_2659__250	6	1.4091e-01	1.4756e-01	0.986032	0
hDel_6863__-250	14	1.4092e-01	1.3946e-01	0.986032	1
hDel_305__0	11	1.4093e-01	1.3420e-01	0.986032	0
hDel_2123__0	7	1.4094e-01	1.4638e-01	0.986032	0
hDel_4334__-250	13	1.4095e-01	1.3763e-01	0.986032	0
hDel_3533__1750	6	1.4097e-01	1.4756e-01	0.986032	0
hDel_5050__750	7	1.4100e-01	1.4638e-01	0.986032	0
hDel_7119__15750	8	1.4100e-01	1.4454e-01	0.986032	0
hDel_6132__1500	9	1.4104e-01	1.4026e-01	0.986032	0
hDel_2657__2750	5	1.4109e-01	1.3991e-01	0.986032	0
hDel_1981__2000	5	1.4120e-01	1.3991e-01	0.986032	0
hDel_353__8500	9	1.4121e-01	1.4026e-01	0.986032	0
