group_id	items_in_group	lo_value	p	FDR	goodsgrna
hDel_1841__-250	11	4.3328e-01	4.4014e-01	0.986032	0
hDel_1414__1750	9	4.3328e-01	4.3400e-01	0.986032	0
hDel_6922__1250	10	4.3330e-01	4.4359e-01	0.986032	0
hDel_6922__1000	10	4.3330e-01	4.4359e-01	0.986032	0
hDel_3948__1000	9	4.3336e-01	4.3400e-01	0.986032	0
hDel_1865__3250	5	4.3340e-01	4.3583e-01	0.986032	0
hDel_4424__-250	14	4.3348e-01	4.2432e-01	0.986032	0
hDel_5177__0	13	4.3348e-01	4.2743e-01	0.986032	0
hDel_4421__10250	7	4.3348e-01	4.2656e-01	0.986032	0
hDel_3373__50500	10	4.3358e-01	4.4359e-01	0.986032	0
hDel_3864__6750	8	4.3360e-01	4.3580e-01	0.986032	0
hDel_2543__0	11	4.3360e-01	4.4014e-01	0.986032	0
hDel_2516__-250	13	4.3367e-01	4.2743e-01	0.986032	0
hDel_6737__1750	6	4.3368e-01	4.3593e-01	0.986032	0
hDel_376__1500	10	4.3371e-01	4.4359e-01	0.986032	0
hDel_3711__500	9	4.3373e-01	4.3400e-01	0.986032	0
hDel_239__1250	8	4.3374e-01	4.3580e-01	0.986032	0
hDel_239__1500	8	4.3374e-01	4.3580e-01	0.986032	0
hDel_770__0	6	4.3375e-01	4.3656e-01	0.986032	0
hDel_2020__500	10	4.3380e-01	4.4359e-01	0.986032	0
hDel_6573__250	9	4.3383e-01	4.3400e-01	0.986032	0
hDel_3447__1250	5	4.3384e-01	4.3583e-01	0.986032	0
hDel_3447__1000	5	4.3384e-01	4.3583e-01	0.986032	0
hDel_224__500	5	4.3388e-01	4.3583e-01	0.986032	0
hDel_3555__1750	7	4.3398e-01	4.2656e-01	0.986032	0
hDel_3668__1500	8	4.3398e-01	4.3580e-01	0.986032	0
hDel_5661__1250	10	4.3398e-01	4.4359e-01	0.986032	0
hDel_3308__2250	6	4.3400e-01	4.3656e-01	0.986032	0
hDel_2186__750	7	4.3401e-01	4.2656e-01	0.986032	0
hDel_527__1250	10	4.3402e-01	4.4359e-01	0.986032	0
hDel_527__1000	10	4.3402e-01	4.4359e-01	0.986032	0
hDel_5271__500	8	4.3405e-01	4.3580e-01	0.986032	0
hDel_5219__2250	5	4.3407e-01	4.3583e-01	0.986032	0
hDel_2184__0	7	4.3408e-01	4.2656e-01	0.986032	0
hDel_2223__250	10	4.3413e-01	4.4359e-01	0.986032	0
hDel_617__0	7	4.3416e-01	4.2656e-01	0.986032	0
hDel_7044__2750	9	4.3419e-01	4.3400e-01	0.986032	0
hDel_7044__2500	9	4.3419e-01	4.3400e-01	0.986032	0
hDel_6037__0	12	4.3420e-01	4.3407e-01	0.986032	0
hDel_5383__1250	5	4.3422e-01	4.3583e-01	0.986032	0
hDel_6528__2750	7	4.3423e-01	4.2656e-01	0.986032	0
hDel_4478__1000	10	4.3424e-01	4.4359e-01	0.986032	0
hDel_1142__4500	10	4.3427e-01	4.4359e-01	0.986032	0
hDel_6345__4750	8	4.3428e-01	4.3580e-01	0.986032	0
hDel_2327__15250	5	4.3437e-01	4.3583e-01	0.986032	0
hDel_2327__15000	5	4.3437e-01	4.3583e-01	0.986032	0
hDel_89__1000	6	4.3438e-01	4.3656e-01	0.986032	0
hDel_2904__2250	7	4.3440e-01	4.2656e-01	0.986032	0
hDel_2223__1000	10	4.3440e-01	4.4359e-01	0.986032	0
hDel_6150__1500	9	4.3442e-01	4.3400e-01	0.986032	0
hDel_3426__2250	9	4.3449e-01	4.3400e-01	0.986032	0
hDel_3426__2000	9	4.3449e-01	4.3400e-01	0.986032	0
hDel_3937__0	9	4.3452e-01	4.3400e-01	0.986032	0
hDel_7195__4500	7	4.3456e-01	4.2656e-01	0.986032	0
hDel_6503__1750	5	4.3460e-01	4.3583e-01	0.986032	0
hDel_1956__7250	5	4.3460e-01	4.3583e-01	0.986032	0
hDel_845__2250	6	4.3460e-01	4.3656e-01	0.986032	0
hDel_4741__0	6	4.3460e-01	4.3656e-01	0.986032	0
hDel_4098__750	7	4.3462e-01	4.2656e-01	0.986032	0
hDel_6268__250	11	4.3464e-01	4.4014e-01	0.986032	0
hDel_5827__7500	8	4.3466e-01	4.3580e-01	0.986032	0
hDel_3959__500	8	4.3469e-01	4.3580e-01	0.986032	0
hDel_5037__750	5	4.3472e-01	4.3583e-01	0.986032	0
hDel_4523__2000	10	4.3475e-01	4.4359e-01	0.986032	0
hDel_348__0	16	4.3481e-01	4.2885e-01	0.986032	0
hDel_506__250	10	4.3484e-01	4.4359e-01	0.986032	0
hDel_729__0	12	4.3487e-01	4.3643e-01	0.986032	0
hDel_6727__250	7	4.3492e-01	4.2656e-01	0.986032	0
hDel_6727__500	7	4.3492e-01	4.2656e-01	0.986032	0
hDel_6255__0	12	4.3496e-01	4.3643e-01	0.986032	0
hDel_1583__0	7	4.3503e-01	4.2656e-01	0.986032	0
hDel_6374__1000	10	4.3504e-01	4.4359e-01	0.986032	0
hDel_1899__750	8	4.3505e-01	4.3580e-01	0.986032	0
hDel_5804__6000	5	4.3507e-01	4.3583e-01	0.986032	0
hDel_3059__12750	8	4.3510e-01	4.3580e-01	0.986032	0
hDel_505__2750	10	4.3511e-01	4.4359e-01	0.986032	0
hDel_3214__0	7	4.3512e-01	4.2656e-01	0.986032	0
hDel_6302__250	5	4.3517e-01	4.3583e-01	0.986032	0
hDel_5861__2000	10	4.3518e-01	4.4359e-01	0.986032	0
hDel_5301__-250	6	4.3524e-01	4.3779e-01	0.986032	0
hDel_1723__250	7	4.3525e-01	4.2656e-01	0.986032	0
hDel_5285__1750	8	4.3528e-01	4.3580e-01	0.986032	0
hDel_5670__15250	6	4.3530e-01	4.3779e-01	0.986032	0
hDel_2340__750	7	4.3531e-01	4.2656e-01	0.986032	0
hDel_1089__0	10	4.3533e-01	4.4359e-01	0.986032	0
hDel_418__-250	9	4.3535e-01	4.3400e-01	0.986032	0
hDel_3310__10250	8	4.3549e-01	4.3580e-01	0.986032	0
hDel_3310__10500	8	4.3549e-01	4.3580e-01	0.986032	0
hDel_2775__2000	9	4.3549e-01	4.3400e-01	0.986032	0
hDel_4700__2500	5	4.3564e-01	4.3583e-01	0.986032	0
hDel_1163__1750	9	4.3564e-01	4.3400e-01	0.986032	0
hDel_1163__1500	9	4.3564e-01	4.3400e-01	0.986032	0
hDel_3959__0	9	4.3564e-01	4.3400e-01	0.986032	0
hDel_2971__2250	5	4.3570e-01	4.3583e-01	0.986032	0
hDel_4882__4250	8	4.3571e-01	4.3580e-01	0.986032	0
hDel_3765__750	7	4.3578e-01	4.2656e-01	0.986032	0
hDel_3818__0	10	4.3584e-01	4.4359e-01	0.986032	0
hDel_4452__0	8	4.3587e-01	4.3580e-01	0.986032	0
hDel_605__1250	6	4.3589e-01	4.3779e-01	0.986032	0
hDel_5063__1000	9	4.3589e-01	4.3400e-01	0.986032	0
hDel_5517__1000	10	4.3593e-01	4.4359e-01	0.986032	0
hDel_4205__1500	8	4.3593e-01	4.3580e-01	0.986032	0
hDel_4028__500	8	4.3593e-01	4.3580e-01	0.986032	0
hDel_5752__500	9	4.3594e-01	4.3400e-01	0.986032	0
hDel_819__2250	9	4.3597e-01	4.3400e-01	0.986032	0
hDel_1109__0	10	4.3608e-01	4.4359e-01	0.986032	0
hDel_4688__0	5	4.3608e-01	4.3583e-01	0.986032	0
hDel_2929__750	5	4.3614e-01	4.3583e-01	0.986032	0
hDel_5502__13000	8	4.3620e-01	4.3580e-01	0.986032	0
hDel_3574__250	10	4.3620e-01	4.4556e-01	0.986032	0
hDel_3297__1000	7	4.3625e-01	4.2802e-01	0.986032	0
hDel_5776__5500	8	4.3630e-01	4.3580e-01	0.986032	0
hDel_4719__5500	6	4.3631e-01	4.3779e-01	0.986032	0
hDel_4719__5750	6	4.3631e-01	4.3779e-01	0.986032	0
hDel_6537__2750	7	4.3631e-01	4.2802e-01	0.986032	0
hDel_662__1750	5	4.3633e-01	4.3583e-01	0.986032	0
hDel_6411__1750	10	4.3635e-01	4.4556e-01	0.986032	0
hDel_4929__4000	5	4.3637e-01	4.3583e-01	0.986032	0
hDel_4785__0	7	4.3644e-01	4.2802e-01	0.986032	0
hDel_1142__5250	10	4.3644e-01	4.4556e-01	0.986032	0
hDel_5804__7750	7	4.3646e-01	4.2802e-01	0.986032	0
hDel_6429__1250	5	4.3648e-01	4.3583e-01	0.986032	0
hDel_1827__1250	8	4.3648e-01	4.3580e-01	0.986032	0
hDel_2668__0	8	4.3648e-01	4.3580e-01	0.986032	0
hDel_5092__1250	9	4.3650e-01	4.3400e-01	0.986032	0
hDel_3145__3250	9	4.3653e-01	4.3400e-01	0.986032	0
hDel_3145__3000	9	4.3653e-01	4.3400e-01	0.986032	0
hDel_5786__6500	5	4.3667e-01	4.3690e-01	0.986032	0
hDel_4983__1000	8	4.3670e-01	4.3580e-01	0.986032	0
hDel_361__16250	8	4.3670e-01	4.3580e-01	0.986032	0
hDel_2863__2500	8	4.3670e-01	4.3580e-01	0.986032	0
hDel_5161__1250	8	4.3670e-01	4.3580e-01	0.986032	0
hDel_396__19000	8	4.3670e-01	4.3580e-01	0.986032	0
hDel_3745__0	8	4.3670e-01	4.3580e-01	0.986032	0
hDel_7179__2500	9	4.3671e-01	4.3400e-01	0.986032	0
hDel_5118__7000	6	4.3675e-01	4.3779e-01	0.986032	0
hDel_2181__0	9	4.3680e-01	4.3400e-01	0.986032	0
hDel_516__34500	7	4.3683e-01	4.2802e-01	0.986032	0
hDel_2397__1000	10	4.3684e-01	4.4556e-01	0.986032	0
hDel_3190__0	7	4.3685e-01	4.2802e-01	0.986032	0
hDel_3373__45750	5	4.3686e-01	4.3690e-01	0.986032	0
hDel_4704__0	6	4.3695e-01	4.3779e-01	0.986032	0
hDel_1528__0	9	4.3698e-01	4.3579e-01	0.986032	0
hDel_4524__0	10	4.3698e-01	4.4556e-01	0.986032	0
hDel_5591__0	10	4.3707e-01	4.4556e-01	0.986032	0
hDel_566__1250	5	4.3709e-01	4.3793e-01	0.986032	0
hDel_43__-250	8	4.3713e-01	4.3580e-01	0.986032	0
hDel_4034__0	6	4.3714e-01	4.3779e-01	0.986032	0
hDel_961__250	6	4.3714e-01	4.3779e-01	0.986032	0
hDel_961__0	6	4.3714e-01	4.3779e-01	0.986032	0
hDel_1130__1000	5	4.3722e-01	4.3897e-01	0.986032	0
hDel_6983__0	8	4.3724e-01	4.3580e-01	0.986032	0
hDel_5887__250	10	4.3726e-01	4.4556e-01	0.986032	0
hDel_5421__500	9	4.3727e-01	4.3579e-01	0.986032	0
hDel_1698__8000	6	4.3734e-01	4.3901e-01	0.986032	0
hDel_2734__3750	7	4.3740e-01	4.3090e-01	0.986032	0
hDel_2734__3500	7	4.3740e-01	4.3090e-01	0.986032	0
hDel_1910__1250	8	4.3745e-01	4.3580e-01	0.986032	0
hDel_4418__3750	8	4.3745e-01	4.3580e-01	0.986032	0
hDel_341__500	8	4.3745e-01	4.3580e-01	0.986032	0
hDel_4977__750	6	4.3747e-01	4.3901e-01	0.986032	0
hDel_5373__250	6	4.3757e-01	4.3901e-01	0.986032	0
hDel_6945__2750	8	4.3760e-01	4.3580e-01	0.986032	0
hDel_7235__17000	7	4.3761e-01	4.3090e-01	0.986032	0
hDel_2775__9000	5	4.3762e-01	4.4106e-01	0.986032	0
hDel_2998__0	15	4.3769e-01	4.3169e-01	0.986032	0
hDel_4057__500	9	4.3777e-01	4.3579e-01	0.986032	0
hDel_1478__7500	5	4.3779e-01	4.4106e-01	0.986032	0
hDel_202__1750	6	4.3781e-01	4.3901e-01	0.986032	0
hDel_5504__9000	10	4.3782e-01	4.4752e-01	0.986032	0
hDel_5504__9250	10	4.3782e-01	4.4752e-01	0.986032	0
hDel_5968__1750	5	4.3788e-01	4.4106e-01	0.986032	0
hDel_394__0	6	4.3790e-01	4.3901e-01	0.986032	0
hDel_2163__750	6	4.3796e-01	4.3901e-01	0.986032	0
hDel_6751__500	6	4.3796e-01	4.3901e-01	0.986032	0
hDel_4293__750	9	4.3800e-01	4.3579e-01	0.986032	0
hDel_6395__3500	5	4.3805e-01	4.4106e-01	0.986032	0
hDel_400__5250	5	4.3805e-01	4.4106e-01	0.986032	0
hDel_5587__8000	7	4.3808e-01	4.3090e-01	0.986032	0
hDel_2247__4500	10	4.3811e-01	4.4752e-01	0.986032	0
hDel_6144__500	9	4.3813e-01	4.3760e-01	0.986032	0
hDel_7070__10250	8	4.3819e-01	4.3580e-01	0.986032	0
hDel_3093__0	9	4.3821e-01	4.3760e-01	0.986032	0
hDel_4497__1500	5	4.3824e-01	4.4106e-01	0.986032	0
hDel_7065__250	5	4.3826e-01	4.4106e-01	0.986032	0
hDel_965__500	10	4.3827e-01	4.4752e-01	0.986032	0
hDel_1826__10750	5	4.3831e-01	4.4106e-01	0.986032	0
hDel_6283__2750	6	4.3836e-01	4.3901e-01	0.986032	0
hDel_4890__1250	7	4.3838e-01	4.3090e-01	0.986032	0
hDel_7073__1750	6	4.3840e-01	4.3901e-01	0.986032	0
hDel_118__5750	9	4.3841e-01	4.3760e-01	0.986032	0
hDel_118__5500	9	4.3841e-01	4.3760e-01	0.986032	0
hDel_4149__7000	10	4.3842e-01	4.4752e-01	0.986032	0
hDel_4618__17000	9	4.3852e-01	4.3760e-01	0.986032	0
hDel_4743__250	9	4.3852e-01	4.3760e-01	0.986032	0
hDel_4743__0	9	4.3852e-01	4.3760e-01	0.986032	0
hDel_4311__2000	10	4.3854e-01	4.4752e-01	0.986032	0
hDel_2056__2000	9	4.3860e-01	4.3760e-01	0.986032	0
hDel_4660__3500	6	4.3861e-01	4.4028e-01	0.986032	0
hDel_2303__500	7	4.3864e-01	4.3234e-01	0.986032	0
hDel_5507__4500	8	4.3870e-01	4.3580e-01	0.986032	0
hDel_6287__500	9	4.3872e-01	4.3760e-01	0.986032	0
hDel_4273__0	5	4.3873e-01	4.4106e-01	0.986032	0
hDel_4940__500	7	4.3873e-01	4.3234e-01	0.986032	0
hDel_3852__250	5	4.3878e-01	4.4106e-01	0.986032	0
hDel_6339__250	8	4.3879e-01	4.3740e-01	0.986032	0
hDel_1284__6250	10	4.3880e-01	4.4752e-01	0.986032	0
hDel_576__0	7	4.3893e-01	4.3519e-01	0.986032	0
hDel_4668__250	10	4.3896e-01	4.4752e-01	0.986032	0
hDel_1784__1000	6	4.3897e-01	4.4028e-01	0.986032	0
hDel_1519__13750	7	4.3901e-01	4.3519e-01	0.986032	0
hDel_2211__250	5	4.3906e-01	4.4106e-01	0.986032	0
hDel_514__2500	6	4.3909e-01	4.4089e-01	0.986032	0
hDel_514__2750	6	4.3909e-01	4.4089e-01	0.986032	0
hDel_6849__2500	6	4.3909e-01	4.4089e-01	0.986032	0
hDel_1241__750	5	4.3909e-01	4.4106e-01	0.986032	0
hDel_3355__500	10	4.3918e-01	4.4752e-01	0.986032	0
hDel_223__0	10	4.3918e-01	4.4752e-01	0.986032	0
hDel_3123__1000	7	4.3922e-01	4.3804e-01	0.986032	0
hDel_3130__7250	6	4.3923e-01	4.4151e-01	0.986032	0
hDel_5428__0	10	4.3925e-01	4.4752e-01	0.986032	0
hDel_1803__0	5	4.3927e-01	4.4106e-01	0.986032	0
hDel_5075__0	7	4.3927e-01	4.3804e-01	0.986032	0
hDel_3830__250	8	4.3927e-01	4.3740e-01	0.986032	0
hDel_5171__2500	6	4.3934e-01	4.4151e-01	0.986032	0
hDel_1584__500	6	4.3934e-01	4.4151e-01	0.986032	0
hDel_443__250	7	4.3939e-01	4.3804e-01	0.986032	0
hDel_4524__4500	10	4.3941e-01	4.4752e-01	0.986032	0
hDel_3656__750	8	4.3948e-01	4.3740e-01	0.986032	0
hDel_5839__7250	6	4.3957e-01	4.4151e-01	0.986032	0
hDel_571__0	10	4.3958e-01	4.4752e-01	0.986032	0
hDel_4529__37750	10	4.3958e-01	4.4752e-01	0.986032	0
hDel_4529__38000	10	4.3958e-01	4.4752e-01	0.986032	0
hDel_571__250	10	4.3958e-01	4.4752e-01	0.986032	0
hDel_6698__1500	5	4.3958e-01	4.4106e-01	0.986032	0
hDel_3533__4750	5	4.3958e-01	4.4106e-01	0.986032	0
hDel_5161__250	8	4.3958e-01	4.3740e-01	0.986032	0
hDel_2535__750	6	4.3961e-01	4.4151e-01	0.986032	0
hDel_4097__2500	5	4.3971e-01	4.4106e-01	0.986032	0
hDel_4950__2500	8	4.3974e-01	4.3740e-01	0.986032	0
hDel_5738__71750	8	4.3985e-01	4.3740e-01	0.986032	0
hDel_2839__1000	8	4.3989e-01	4.3740e-01	0.986032	0
hDel_890__0	9	4.3991e-01	4.3760e-01	0.986032	0
hDel_400__3750	6	4.3998e-01	4.4274e-01	0.986032	0
hDel_2861__250	8	4.3999e-01	4.3740e-01	0.986032	0
hDel_1211__0	10	4.4001e-01	4.4752e-01	0.986032	0
hDel_166__0	7	4.4006e-01	4.3948e-01	0.986032	0
hDel_4721__2250	7	4.4006e-01	4.3948e-01	0.986032	0
hDel_6114__0	7	4.4006e-01	4.3948e-01	0.986032	0
hDel_1057__-250	12	4.4007e-01	4.4112e-01	0.986032	0
hDel_2066__750	8	4.4008e-01	4.3740e-01	0.986032	0
hDel_3499__500	10	4.4008e-01	4.4752e-01	0.986032	0
hDel_3499__250	10	4.4008e-01	4.4752e-01	0.986032	0
hDel_2010__9500	5	4.4017e-01	4.4106e-01	0.986032	0
hDel_2010__9750	5	4.4017e-01	4.4106e-01	0.986032	0
hDel_5752__1250	9	4.4018e-01	4.3760e-01	0.986032	0
hDel_3207__2750	10	4.4019e-01	4.4752e-01	0.986032	0
hDel_3207__2500	10	4.4019e-01	4.4752e-01	0.986032	0
hDel_5157__3250	7	4.4021e-01	4.3948e-01	0.986032	0
hDel_1431__1250	7	4.4028e-01	4.3948e-01	0.986032	0
hDel_1431__1000	7	4.4028e-01	4.3948e-01	0.986032	0
hDel_4529__55250	10	4.4037e-01	4.4850e-01	0.986032	0
hDel_4529__55000	10	4.4037e-01	4.4850e-01	0.986032	0
hDel_6394__1750	6	4.4042e-01	4.4274e-01	0.986032	0
hDel_3371__3500	8	4.4042e-01	4.3740e-01	0.986032	0
hDel_4922__0	9	4.4044e-01	4.3760e-01	0.986032	0
hDel_2020__10750	8	4.4046e-01	4.3740e-01	0.986032	0
hDel_5281__750	7	4.4050e-01	4.3948e-01	0.986032	0
hDel_4397__8500	9	4.4052e-01	4.3760e-01	0.986032	0
hDel_955__1500	9	4.4052e-01	4.3760e-01	0.986032	0
hDel_396__17750	6	4.4053e-01	4.4274e-01	0.986032	0
hDel_1507__2750	10	4.4055e-01	4.4948e-01	0.986032	0
hDel_6418__7250	6	4.4059e-01	4.4274e-01	0.986032	0
hDel_1069__0	10	4.4061e-01	4.4948e-01	0.986032	0
hDel_56__3750	5	4.4063e-01	4.4106e-01	0.986032	0
hDel_7119__750	7	4.4066e-01	4.3948e-01	0.986032	0
hDel_7119__1000	7	4.4066e-01	4.3948e-01	0.986032	0
hDel_1371__4000	7	4.4070e-01	4.3948e-01	0.986032	0
hDel_1371__4250	7	4.4070e-01	4.3948e-01	0.986032	0
hDel_3679__1250	7	4.4073e-01	4.3948e-01	0.986032	0
hDel_6542__-250	10	4.4080e-01	4.4948e-01	0.986032	0
hDel_1956__500	6	4.4091e-01	4.4274e-01	0.986032	0
hDel_5738__63500	6	4.4097e-01	4.4274e-01	0.986032	0
hDel_7021__21500	5	4.4099e-01	4.4106e-01	0.986032	0
hDel_6008__750	7	4.4104e-01	4.3948e-01	0.986032	0
hDel_3968__0	10	4.4113e-01	4.4948e-01	0.986032	0
hDel_4190__1750	6	4.4115e-01	4.4274e-01	0.986032	0
hDel_3874__2000	7	4.4117e-01	4.3948e-01	0.986032	0
hDel_2304__0	10	4.4124e-01	4.4948e-01	0.986032	0
hDel_6140__3500	8	4.4127e-01	4.4223e-01	0.986032	0
hDel_5611__5750	5	4.4128e-01	4.4106e-01	0.986032	0
hDel_2435__6250	10	4.4131e-01	4.4948e-01	0.986032	0
hDel_2435__6000	10	4.4131e-01	4.4948e-01	0.986032	0
hDel_4332__6750	6	4.4136e-01	4.4274e-01	0.986032	0
hDel_1865__3500	8	4.4143e-01	4.4223e-01	0.986032	0
hDel_6222__1250	7	4.4145e-01	4.3948e-01	0.986032	0
hDel_843__1750	8	4.4146e-01	4.4223e-01	0.986032	0
hDel_1648__4000	5	4.4147e-01	4.4106e-01	0.986032	0
hDel_4204__23000	8	4.4150e-01	4.4223e-01	0.986032	0
hDel_6099__-250	8	4.4150e-01	4.4223e-01	0.986032	0
hDel_6874__250	6	4.4152e-01	4.4274e-01	0.986032	0
hDel_319__500	8	4.4162e-01	4.4223e-01	0.986032	0
hDel_6698__2750	6	4.4163e-01	4.4274e-01	0.986032	0
hDel_6698__2500	6	4.4163e-01	4.4274e-01	0.986032	0
hDel_2362__500	8	4.4168e-01	4.4223e-01	0.986032	0
hDel_1019__0	9	4.4171e-01	4.3760e-01	0.986032	0
hDel_4332__1000	8	4.4172e-01	4.4223e-01	0.986032	0
hDel_613__21750	5	4.4174e-01	4.4106e-01	0.986032	0
hDel_6129__0	12	4.4183e-01	4.4112e-01	0.986032	0
hDel_2569__500	10	4.4185e-01	4.5143e-01	0.986032	0
hDel_577__8250	6	4.4188e-01	4.4274e-01	0.986032	0
hDel_6308__0	10	4.4189e-01	4.5143e-01	0.986032	0
hDel_1711__250	8	4.4193e-01	4.4223e-01	0.986032	0
hDel_613__33500	6	4.4198e-01	4.4274e-01	0.986032	0
hDel_1739__0	10	4.4201e-01	4.5144e-01	0.986032	0
hDel_4264__11500	5	4.4204e-01	4.4211e-01	0.986032	0
hDel_687__2750	8	4.4207e-01	4.4223e-01	0.986032	0
hDel_2347__3000	7	4.4208e-01	4.3948e-01	0.986032	0
hDel_6031__250	8	4.4210e-01	4.4223e-01	0.986032	0
hDel_7021__15500	6	4.4211e-01	4.4274e-01	0.986032	0
hDel_3411__0	11	4.4213e-01	4.4865e-01	0.986032	0
hDel_5826__8000	9	4.4214e-01	4.3939e-01	0.986032	0
hDel_4590__4000	5	4.4218e-01	4.4211e-01	0.986032	0
hDel_6565__1000	9	4.4222e-01	4.3939e-01	0.986032	0
hDel_6565__750	9	4.4222e-01	4.3939e-01	0.986032	0
hDel_6259__1750	6	4.4230e-01	4.4274e-01	0.986032	0
hDel_2250__0	10	4.4235e-01	4.5341e-01	0.986032	0
hDel_2250__250	10	4.4235e-01	4.5341e-01	0.986032	0
hDel_250__0	6	4.4238e-01	4.4274e-01	0.986032	0
hDel_516__21500	10	4.4243e-01	4.5341e-01	0.986032	0
hDel_4204__14250	5	4.4245e-01	4.4211e-01	0.986032	0
hDel_3371__3250	8	4.4245e-01	4.4223e-01	0.986032	0
hDel_3294__6250	9	4.4253e-01	4.3939e-01	0.986032	0
hDel_6675__-250	9	4.4253e-01	4.3939e-01	0.986032	0
hDel_636__30500	9	4.4253e-01	4.3939e-01	0.986032	0
hDel_6338__750	9	4.4253e-01	4.3939e-01	0.986032	0
hDel_5360__4250	6	4.4258e-01	4.4274e-01	0.986032	0
hDel_4987__4000	7	4.4259e-01	4.4088e-01	0.986032	0
hDel_2327__8750	8	4.4261e-01	4.4223e-01	0.986032	0
hDel_2327__8500	8	4.4261e-01	4.4223e-01	0.986032	0
hDel_4311__250	6	4.4267e-01	4.4274e-01	0.986032	0
hDel_6981__2250	8	4.4272e-01	4.4223e-01	0.986032	0
hDel_1958__2750	7	4.4272e-01	4.4088e-01	0.986032	0
hDel_696__1500	8	4.4280e-01	4.4223e-01	0.986032	0
hDel_3319__500	6	4.4282e-01	4.4274e-01	0.986032	0
hDel_2100__2000	5	4.4286e-01	4.4312e-01	0.986032	0
hDel_5264__0	10	4.4286e-01	4.5341e-01	0.986032	0
hDel_399__5000	9	4.4289e-01	4.3939e-01	0.986032	0
hDel_2073__750	8	4.4295e-01	4.4384e-01	0.986032	0
hDel_2073__500	8	4.4295e-01	4.4384e-01	0.986032	0
hDel_613__25750	5	4.4295e-01	4.4312e-01	0.986032	0
hDel_5837__2000	8	4.4298e-01	4.4384e-01	0.986032	0
hDel_2690__0	5	4.4299e-01	4.4312e-01	0.986032	0
hDel_6380__500	8	4.4301e-01	4.4384e-01	0.986032	0
hDel_6380__750	8	4.4301e-01	4.4384e-01	0.986032	0
hDel_5839__5000	5	4.4304e-01	4.4312e-01	0.986032	0
hDel_7056__9500	5	4.4306e-01	4.4312e-01	0.986032	0
hDel_1027__1250	10	4.4307e-01	4.5341e-01	0.986032	0
hDel_1027__1500	10	4.4307e-01	4.5341e-01	0.986032	0
hDel_2136__250	6	4.4311e-01	4.4274e-01	0.986032	0
hDel_1826__4500	8	4.4313e-01	4.4384e-01	0.986032	0
hDel_150__500	5	4.4313e-01	4.4312e-01	0.986032	0
hDel_6519__250	8	4.4317e-01	4.4384e-01	0.986032	0
hDel_3579__1750	10	4.4318e-01	4.5341e-01	0.986032	0
hDel_3579__2000	10	4.4318e-01	4.5341e-01	0.986032	0
hDel_4177__250	8	4.4324e-01	4.4384e-01	0.986032	0
hDel_5482__0	11	4.4326e-01	4.5079e-01	0.986032	0
hDel_1422__1000	9	4.4328e-01	4.3939e-01	0.986032	0
hDel_3402__9750	10	4.4334e-01	4.5341e-01	0.986032	0
hDel_7022__-250	16	4.4337e-01	4.4132e-01	0.986032	0
hDel_779__10750	6	4.4337e-01	4.4274e-01	0.986032	0
hDel_3869__31750	7	4.4339e-01	4.4088e-01	0.986032	0
hDel_843__6750	5	4.4340e-01	4.4312e-01	0.986032	0
hDel_3689__2750	5	4.4340e-01	4.4312e-01	0.986032	0
hDel_3689__3000	5	4.4340e-01	4.4312e-01	0.986032	0
hDel_3223__-250	9	4.4341e-01	4.3939e-01	0.986032	0
hDel_1176__1000	10	4.4343e-01	4.5341e-01	0.986032	0
hDel_527__500	9	4.4346e-01	4.4029e-01	0.986032	0
hDel_3302__2250	6	4.4346e-01	4.4274e-01	0.986032	0
hDel_6633__1250	10	4.4349e-01	4.5341e-01	0.986032	0
hDel_680__750	8	4.4350e-01	4.4384e-01	0.986032	0
hDel_191__2000	9	4.4354e-01	4.4119e-01	0.986032	0
hDel_6574__7500	9	4.4354e-01	4.4119e-01	0.986032	0
hDel_4271__750	10	4.4358e-01	4.5341e-01	0.986032	0
hDel_1959__6500	5	4.4359e-01	4.4312e-01	0.986032	0
hDel_6759__1000	7	4.4359e-01	4.4088e-01	0.986032	0
hDel_3582__0	15	4.4364e-01	4.3758e-01	0.986032	0
hDel_4525__2500	6	4.4367e-01	4.4274e-01	0.986032	0
hDel_4525__2250	6	4.4367e-01	4.4274e-01	0.986032	0
hDel_987__2250	10	4.4378e-01	4.5341e-01	0.986032	0
hDel_2823__6000	7	4.4385e-01	4.4088e-01	0.986032	0
hDel_2544__0	5	4.4386e-01	4.4312e-01	0.986032	0
hDel_469__1500	10	4.4388e-01	4.5341e-01	0.986032	0
hDel_3366__2000	10	4.4388e-01	4.5341e-01	0.986032	0
hDel_3366__2250	10	4.4388e-01	4.5341e-01	0.986032	0
hDel_1597__0	9	4.4390e-01	4.4119e-01	0.986032	0
hDel_4646__1000	6	4.4399e-01	4.4397e-01	0.986032	0
hDel_1394__18250	9	4.4399e-01	4.4119e-01	0.986032	0
hDel_1195__2750	9	4.4409e-01	4.4119e-01	0.986032	0
hDel_4101__500	5	4.4410e-01	4.4312e-01	0.986032	0
hDel_133__2750	9	4.4412e-01	4.4119e-01	0.986032	0
hDel_2391__1000	5	4.4418e-01	4.4312e-01	0.986032	0
hDel_6648__1750	8	4.4420e-01	4.4384e-01	0.986032	0
hDel_6084__3250	7	4.4421e-01	4.4088e-01	0.986032	0
hDel_353__4750	5	4.4424e-01	4.4415e-01	0.986032	0
