sgRNA	Gene	t0_C3624K	rep1_C3624K	rep2_C3624K
hDel_2959:39	hDel_2959	4421	4955	4292
hDel_172:84	hDel_172	3295	2999	3477
hDel_3455:53	hDel_3455	3773	3459	4343
hDel_4405:139	hDel_4405	5213	4466	5783
hDel_3429:151	hDel_3429	2987	2747	3251
hDel_5739:21	hDel_5739	3252	3750	4123
hDel_450:71	hDel_450	5706	4479	6157
hDel_7061:111	hDel_7061	1842	1682	2238
hDel_6146:109	hDel_6146	4026	4047	3258
hDel_3181:38	hDel_3181	2366	2947	3116
hDel_494:25	hDel_494	1014	1894	1100
panTro6_CTRL1450	panTro6_CTRL	4213	3135	4894
hDel_4409:134	hDel_4409	4751	3863	4793
hDel_6104:127	hDel_6104	5372	4714	5082
hDel_766:117	hDel_766	4683	4527	5081
hDel_4985:97	hDel_4985	5077	4793	4752
hDel_2497:295	hDel_2497	3928	4540	5153
hDel_6146:158	hDel_6146	5027	4686	4309
hDel_6053:48	hDel_6053	3124	3888	4593
hDel_7030:62	hDel_7030	2629	2702	3866
hDel_6754:105	hDel_6754	3895	3707	4698
hDel_366:75	hDel_366	2749	3145	4489
hDel_5084:163	hDel_5084	3578	1965	3618
hDel_2865:16	hDel_2865	5168	5225	6393
hDel_251:51	hDel_251	3222	2816	3162
hDel_2545:27	hDel_2545	2785	1906	2599
hDel_4686:48	hDel_4686	2240	1720	2807
hDel_3059:318	hDel_3059	5633	5781	5522
hDel_6269:94	hDel_6269	2620	2842	3980
hDel_6012:24	hDel_6012	2286	1906	3088
panTro6_CTRL2920	panTro6_CTRL	3784	3928	3526
hDel_1200:18	hDel_1200	3043	2514	3453
hDel_296:44	hDel_296	4009	4022	4118
hDel_6518:69	hDel_6518	3136	4228	2218
hDel_118:207	hDel_118	4687	3106	3375
hDel_4529:200	hDel_4529	4872	2768	4005
hDel_5245:7	hDel_5245	3307	3101	3266
hDel_4149:168	hDel_4149	1855	1417	1468
hDel_6185:380	hDel_6185	2771	2008	2649
hDel_4590:134	hDel_4590	2972	2049	3026
hDel_794:199	hDel_794	4930	4704	5402
panTro6_CTRL1509	panTro6_CTRL	4324	4042	4798
hDel_7085:46	hDel_7085	3412	4102	4662
hDel_5689:23	hDel_5689	1471	1780	1154
hDel_3130:36	hDel_3130	3334	2480	3551
KATNA1:5	KATNA1	4355	4982	6650
hDel_4397:46	hDel_4397	4034	4542	5949
hDel_5864:66	hDel_5864	4087	3486	4073
hDel_3456:20	hDel_3456	4157	4864	5275
hDel_6631:7	hDel_6631	3743	4897	4412
hDel_3596:58	hDel_3596	2009	2684	2288
hDel_772:62	hDel_772	2718	2689	3068
hDel_1997:138	hDel_1997	1558	2525	3173
hDel_4340:29	hDel_4340	1734	1434	1871
hDel_6185:158	hDel_6185	2374	2244	3588
hDel_4157:146	hDel_4157	1478	1590	1824
panTro6_CTRL2814	panTro6_CTRL	3592	4381	4084
hDel_6467:72	hDel_6467	6344	6191	6540
hDel_4207:21	hDel_4207	2692	2287	1743
hDel_5140:24	hDel_5140	2560	2718	2855
hDel_53:17	hDel_53	3063	3511	3106
hDel_6106:16	hDel_6106	4734	4187	4404
hDel_5140:4	hDel_5140	1349	1456	1286
hDel_6418:327	hDel_6418	3948	3293	3829
hDel_1003:183	hDel_1003	1188	1847	1789
hDel_1933:39	hDel_1933	4224	3335	3173
hDel_78:9	hDel_78	2666	2074	3645
hDel_5909:202	hDel_5909	2315	2202	2802
hDel_3059:385	hDel_3059	2897	2340	2154
hDel_5523:23	hDel_5523	3165	2590	2986
hDel_5156:85	hDel_5156	2031	2282	3021
hDel_843:24	hDel_843	4206	4148	4469
hDel_50:213	hDel_50	1796	1692	2810
hDel_6125:57	hDel_6125	4664	4292	5875
hDel_6091:123	hDel_6091	3831	3534	4862
hDel_3099:98	hDel_3099	4048	3565	3921
hDel_6009:62	hDel_6009	2731	3219	3724
hDel_6314:37	hDel_6314	3492	2996	3666
hDel_7156:47	hDel_7156	4127	3274	2736
hDel_1927:28	hDel_1927	2620	3000	2181
hDel_5909:212	hDel_5909	1003	597	1051
hDel_1939:10	hDel_1939	5540	4389	5280
hDel_5825:22	hDel_5825	1473	1784	1877
hDel_1608:68	hDel_1608	6188	5060	6140
hDel_2186:130	hDel_2186	2481	3039	3282
hDel_4987:154	hDel_4987	1529	1557	1398
hDel_1385:46	hDel_1385	733	1323	1005
hDel_4191:23	hDel_4191	3448	3730	3049
hDel_3596:134	hDel_3596	3048	2911	4571
hDel_6633:334	hDel_6633	3619	3684	3373
hDel_2497:5	hDel_2497	2104	1670	3203
hDel_4082:170	hDel_4082	5300	4228	5677
hDel_845:368	hDel_845	3865	3758	4969
hDel_2311:189	hDel_2311	2003	2058	2994
hDel_1665:11	hDel_1665	6033	1874	2587
hDel_2952:59	hDel_2952	4739	4512	4505
hDel_5650:41	hDel_5650	6775	6502	6802
hDel_1608:93	hDel_1608	3844	3337	3848
panTro6_CTRL104	panTro6_CTRL	2511	2816	2592
hDel_726:22	hDel_726	2627	2353	2956
hDel_6624:131	hDel_6624	4953	3515	5048
hDel_5068:40	hDel_5068	959	447	870
hDel_2024:89	hDel_2024	3880	4061	4371
hDel_3883:51	hDel_3883	4596	4099	4732
hDel_6574:89	hDel_6574	5229	5701	6479
hDel_7179:475	hDel_7179	2613	2656	3409
hDel_2823:343	hDel_2823	3013	2042	2407
hDel_1402:36	hDel_1402	3903	3676	4693
hDel_1608:195	hDel_1608	2108	1978	1899
hDel_1168:166	hDel_1168	1900	2253	2209
hDel_5487:2	hDel_5487	4010	3140	4600
hDel_494:308	hDel_494	3616	2959	4357
hDel_2143:40	hDel_2143	4490	3535	5394
hDel_4393:90	hDel_4393	3354	3820	5525
hDel_3909:72	hDel_3909	1675	1985	2096
hDel_4154:274	hDel_4154	3415	3158	3700
hDel_6278:3	hDel_6278	1053	1051	1283
hDel_293:119	hDel_293	6059	5957	6722
hDel_1460:113	hDel_1460	3194	4181	4100
hDel_4027:48	hDel_4027	2280	2753	3631
hDel_6854:102	hDel_6854	3421	4306	3832
hDel_1904:29	hDel_1904	4405	3601	4179
hDel_94:446	hDel_94	4556	4640	4803
hDel_4888:90	hDel_4888	1863	2238	3110
hDel_5156:16	hDel_5156	3948	3291	3809
hDel_1284:71	hDel_1284	2347	2251	3143
hDel_1933:30	hDel_1933	1408	1293	1258
hDel_6098:151	hDel_6098	2074	2500	2847
hDel_7111:1	hDel_7111	4108	5724	5252
hDel_3429:41	hDel_3429	3521	3697	3956
hDel_6851:87	hDel_6851	3098	3459	3891
hDel_6763:167	hDel_6763	4548	4119	4851
hDel_2369:40	hDel_2369	2490	1852	2706
hDel_4624:94	hDel_4624	3916	4369	4383
hDel_6113:48	hDel_6113	6807	6487	7320
hDel_5286:139	hDel_5286	5286	3942	4442
hDel_4210:9	hDel_4210	3631	3375	3720
hDel_7156:56	hDel_7156	5004	3575	4928
hDel_923:25	hDel_923	3208	2925	2703
panTro6_CTRL1880	panTro6_CTRL	5046	4715	3732
hDel_6143:54	hDel_6143	2968	3277	3568
hDel_53:80	hDel_53	4886	307	394
hDel_6106:112	hDel_6106	3857	3636	3426
hDel_681:148	hDel_681	5127	4057	5348
hDel_766:35	hDel_766	4675	4477	4883
hDel_1284:41	hDel_1284	5794	4480	4616
hDel_3426:56	hDel_3426	4588	5753	5903
hDel_6503:207	hDel_6503	5550	4768	5146
hDel_1714:108	hDel_1714	5032	3529	4930
hDel_2474:36	hDel_2474	4595	4142	4578
hDel_3567:39	hDel_3567	5089	4877	6151
hDel_2610:117	hDel_2610	1980	2544	3570
hDel_5595:317	hDel_5595	1958	3534	2510
hDel_4859:30	hDel_4859	3852	3629	4617
hDel_772:119	hDel_772	1585	1600	1828
hDel_845:372	hDel_845	2424	1708	2324
panTro6_CTRL852	panTro6_CTRL	3521	4105	4931
hDel_7115:163	hDel_7115	4534	4301	3649
hDel_514:33	hDel_514	3125	3838	4113
hDel_1585:80	hDel_1585	2637	2248	2288
hDel_7037:144	hDel_7037	3551	2769	3764
hDel_5069:32	hDel_5069	4889	2363	2070
hDel_4172:31	hDel_4172	4087	3738	3525
hDel_5292:111	hDel_5292	4893	3204	4173
hDel_6633:427	hDel_6633	4462	6162	5370
hDel_2028:7	hDel_2028	2652	2273	2479
hDel_6410:34	hDel_6410	5677	5174	5868
MDM4:2	MDM4	2630	440	683
hDel_7179:298	hDel_7179	2869	2786	3394
hDel_1975:29	hDel_1975	3195	3351	4328
hDel_3402:11	hDel_3402	3340	3690	4092
hDel_4157:10	hDel_4157	3854	3294	4642
panTro6_CTRL1572	panTro6_CTRL	5173	4847	5397
hDel_14:25	hDel_14	5203	3968	5048
hDel_6106:94	hDel_6106	2708	3681	3983
hDel_4410:140	hDel_4410	4440	3875	5243
hDel_422:65	hDel_422	3382	3915	3569
hDel_4985:39	hDel_4985	1621	1775	1683
hDel_1647:116	hDel_1647	4473	4659	3924
hDel_6906:24	hDel_6906	2097	2234	2031
hDel_6130:23	hDel_6130	4148	3746	4349
hDel_6441:70	hDel_6441	3652	2776	3480
hDel_50:4	hDel_50	7074	6413	6418
hDel_2020:213	hDel_2020	3725	2418	2765
hDel_3933:143	hDel_3933	5149	5540	6648
hDel_4277:162	hDel_4277	3017	2762	3908
hDel_1106:172	hDel_1106	2252	1753	1567
hDel_766:6	hDel_766	1631	1344	1704
hDel_553:22	hDel_553	6604	6509	7190
hDel_424:48	hDel_424	2109	1716	2104
hDel_6190:177	hDel_6190	3689	3435	3378
hDel_6811:295	hDel_6811	4200	4552	6577
hDel_2952:168	hDel_2952	2705	2560	3441
hDel_4888:145	hDel_4888	2895	3558	3340
hDel_6632:10	hDel_6632	3728	3540	4886
hDel_6318:152	hDel_6318	4944	4940	4657
hDel_1094:45	hDel_1094	2950	2880	4745
hDel_6663:75	hDel_6663	4020	5051	5232
hDel_1078:145	hDel_1078	3354	3184	3028
hDel_2657:182	hDel_2657	2391	3033	4047
hDel_6456:115	hDel_6456	5381	4466	5897
hDel_532:29	hDel_532	5172	5614	4959
hDel_2590:86	hDel_2590	3109	3330	3387
hDel_123:34	hDel_123	3476	2937	3460
hDel_5286:193	hDel_5286	4659	4851	4083
hDel_2044:4	hDel_2044	2036	2087	2043
hDel_7030:94	hDel_7030	3711	2660	3149
hDel_6574:141	hDel_6574	1679	1757	2349
hDel_3429:13	hDel_3429	4112	3599	4470
hDel_6091:81	hDel_6091	3142	3199	3648
hDel_772:14	hDel_772	2585	2975	3502
hDel_1076:86	hDel_1076	3197	3291	2711
AATF:3	AATF	3289	200	113
hDel_2354:10	hDel_2354	2899	3601	4354
hDel_2610:58	hDel_2610	3543	4702	3890
hDel_3021:56	hDel_3021	5447	5584	5687
hDel_4443:27	hDel_4443	4052	3141	3719
hDel_3059:20	hDel_3059	3839	3789	4136
hDel_3013:48	hDel_3013	2803	2178	2058
hDel_5286:274	hDel_5286	3150	3995	5086
hDel_6632:157	hDel_6632	4699	3700	3723
hDel_5975:20	hDel_5975	3521	4048	6447
hDel_961:8	hDel_961	2596	2679	1962
hDel_5736:46	hDel_5736	3827	3758	4873
hDel_4397:132	hDel_4397	3900	3380	2928
hDel_1585:12	hDel_1585	1449	1853	1910
hDel_6002:76	hDel_6002	6028	4602	4981
panTro6_CTRL2093	panTro6_CTRL	1134	918	985
hDel_6656:165	hDel_6656	3794	4082	4296
hDel_6758:40	hDel_6758	1210	1485	1320
hDel_1585:89	hDel_1585	2406	2800	3323
hDel_5037:36	hDel_5037	4833	4200	3689
hDel_6663:110	hDel_6663	3866	3043	4248
hDel_2781:196	hDel_2781	2231	3182	2623
hDel_928:28	hDel_928	2371	2752	2666
hDel_76:20	hDel_76	3593	2531	4415
NRBP1:1	NRBP1	4173	355	458
hDel_3303:143	hDel_3303	5134	2502	3232
hDel_6993:53	hDel_6993	4784	4031	5717
hDel_845:225	hDel_845	3794	3425	4669
hDel_6125:135	hDel_6125	5283	5198	6354
hDel_6852:3	hDel_6852	4383	3885	4550
hDel_7179:312	hDel_7179	3104	3574	4257
hDel_5637:150	hDel_5637	4759	5233	6206
hDel_6849:274	hDel_6849	4013	3939	4528
hDel_330:62	hDel_330	2385	2191	2064
hDel_4720:200	hDel_4720	4054	2892	3851
hDel_6469:75	hDel_6469	3704	2286	3128
hDel_5785:26	hDel_5785	2867	2202	2366
hDel_4548:48	hDel_4548	2034	1548	2090
hDel_1665:120	hDel_1665	3595	3130	3258
hDel_1024:112	hDel_1024	5188	4995	4954
hDel_5671:138	hDel_5671	3582	4092	4639
hDel_6563:124	hDel_6563	4185	4623	4800
hDel_6418:42	hDel_6418	4452	3298	3631
hDel_1431:20	hDel_1431	5266	3898	4094
hDel_6867:26	hDel_6867	3688	3986	4470
hDel_6418:144	hDel_6418	1356	2333	2327
hDel_6854:12	hDel_6854	4713	4202	4777
hDel_7061:38	hDel_7061	5144	4389	4170
hDel_923:77	hDel_923	3265	3330	3622
hDel_4926:18	hDel_4926	4182	2610	5106
hDel_6469:45	hDel_6469	4980	3432	4261
hDel_3037:64	hDel_3037	5237	5182	4450
hDel_2143:100	hDel_2143	3303	3575	4298
hDel_2623:25	hDel_2623	5110	3913	4905
hDel_7179:155	hDel_7179	1249	1025	1629
hDel_1740:58	hDel_1740	3712	3926	3424
hDel_5337:244	hDel_5337	5890	5437	6847
hDel_450:105	hDel_450	3684	4324	5142
hDel_3516:31	hDel_3516	3505	3166	3866
hDel_4358:20	hDel_4358	3801	5644	4553
hDel_1094:99	hDel_1094	3683	4330	4532
panTro6_CTRL1144	panTro6_CTRL	1622	1851	2343
hDel_2598:60	hDel_2598	3416	2838	2595
hDel_6105:9	hDel_6105	4091	3420	5083
hDel_4859:165	hDel_4859	1457	985	1755
hDel_4530:139	hDel_4530	5048	5745	7189
hDel_1385:26	hDel_1385	3322	3939	2901
hDel_4625:72	hDel_4625	5396	2204	1796
hDel_2823:246	hDel_2823	4032	4301	6016
hDel_4397:337	hDel_4397	3988	4632	5510
hDel_6057:345	hDel_6057	1090	1119	1083
hDel_6733:46	hDel_6733	2012	2355	2859
hDel_6574:62	hDel_6574	2451	2285	3407
hDel_845:308	hDel_845	5636	4878	5404
hDel_5959:63	hDel_5959	4433	4161	5281
panTro6_CTRL2711	panTro6_CTRL	4895	4211	5128
hDel_6624:86	hDel_6624	2068	3102	2532
hDel_5994:78	hDel_5994	2596	2928	2396
hDel_6391:106	hDel_6391	4744	4472	4989
hDel_6106:76	hDel_6106	5193	4215	4584
hDel_1455:94	hDel_1455	4466	2788	4513
hDel_4229:11	hDel_4229	4382	3429	4120
hDel_6234:323	hDel_6234	3057	2043	3081
hDel_5957:103	hDel_5957	2307	3363	4696
hDel_5084:201	hDel_5084	3212	3339	3232
hDel_3103:85	hDel_3103	3476	4745	4697
hDel_1078:73	hDel_1078	3689	4441	4375
hDel_2024:50	hDel_2024	3956	4770	3759
hDel_4530:171	hDel_4530	2780	2799	2920
hDel_1863:172	hDel_1863	5789	5643	5800
hDel_4460:85	hDel_4460	5903	6184	5494
hDel_14:94	hDel_14	4782	3889	5346
hDel_6106:97	hDel_6106	3773	3440	3557
hDel_6633:252	hDel_6633	2798	3681	4589
hDel_1608:228	hDel_1608	4224	2532	2059
hDel_6062:51	hDel_6062	4860	3607	4254
hDel_3883:56	hDel_3883	6254	6411	7841
hDel_6899:94	hDel_6899	3314	4542	4040
hDel_4410:169	hDel_4410	4140	3613	4662
hDel_1585:17	hDel_1585	1231	883	1202
hDel_1610:29	hDel_1610	4578	4447	5536
hDel_399:113	hDel_399	4621	5328	5789
hDel_6467:23	hDel_6467	1668	1269	1894
hDel_3059:254	hDel_3059	4550	4523	3966
hDel_2020:311	hDel_2020	1982	1348	1742
hDel_6185:337	hDel_6185	3514	2820	3714
hDel_5487:126	hDel_5487	5444	5528	6449
hDel_6656:22	hDel_6656	2998	3307	3590
hDel_6854:15	hDel_6854	3631	3677	3636
hDel_5648:262	hDel_5648	3597	3991	4087
hDel_5738:69	hDel_5738	2203	1853	2069
hDel_6053:102	hDel_6053	2621	3282	2855
IPO7:6	IPO7	2959	203	348
hDel_3091:65	hDel_3091	2585	1263	2722
hDel_5631:51	hDel_5631	3033	3195	5255
hDel_2044:107	hDel_2044	3526	4167	3462
hDel_76:102	hDel_76	2897	2596	2983
hDel_4901:42	hDel_4901	4773	4562	4089
hDel_6222:45	hDel_6222	3277	2028	3074
hDel_2136:67	hDel_2136	4138	3783	4192
hDel_6878:121	hDel_6878	3508	3155	4284
hDel_6440:28	hDel_6440	3527	3854	4054
hDel_7156:129	hDel_7156	2664	3648	2852
hDel_3909:122	hDel_3909	4658	3978	4360
hDel_5864:5	hDel_5864	4842	4078	4368
hDel_5488:12	hDel_5488	6094	4990	6684
hDel_6104:67	hDel_6104	2057	2101	2224
hDel_6418:280	hDel_6418	3767	3125	3574
hDel_4261:89	hDel_4261	1949	2431	3218
hDel_5058:46	hDel_5058	1889	1308	1086
hDel_1611:51	hDel_1611	3382	2510	2417
MAD2L1BP:3	MAD2L1BP	3013	121	46
hDel_5069:10	hDel_5069	2312	1909	3423
hDel_2121:42	hDel_2121	4161	4181	4867
hDel_1058:15	hDel_1058	6061	5617	5370
hDel_3090:120	hDel_3090	3223	3492	3973
hDel_6631:141	hDel_6631	3318	3398	3552
hDel_1078:48	hDel_1078	5878	5063	6593
hDel_146:64	hDel_146	4471	3741	4694
hDel_5337:265	hDel_5337	5241	5302	4674
hDel_312:127	hDel_312	3690	3488	4336
hDel_961:58	hDel_961	3835	5026	3284
hDel_6185:91	hDel_6185	4142	4410	3783
hDel_7234:71	hDel_7234	3882	2363	2796
hDel_5084:60	hDel_5084	5959	6115	5998
hDel_1168:135	hDel_1168	5161	3612	4650
hDel_6633:37	hDel_6633	3924	3484	3701
hDel_494:325	hDel_494	2646	2461	2314
hDel_4154:157	hDel_4154	3749	4078	5181
hDel_6854:179	hDel_6854	3533	3056	4904
hDel_4397:184	hDel_4397	6458	5339	6161
hDel_5286:169	hDel_5286	6090	4753	5294
hDel_6867:20	hDel_6867	3410	2199	2584
hDel_6119:27	hDel_6119	3172	3617	4036
hDel_6633:249	hDel_6633	7449	7190	8255
hDel_7056:133	hDel_7056	4962	4049	4700
hDel_7179:371	hDel_7179	3654	3221	2257
hDel_6878:271	hDel_6878	5586	5509	5899
hDel_6503:13	hDel_6503	2899	2304	2779
hDel_2613:193	hDel_2613	1836	1961	2101
panTro6_CTRL1763	panTro6_CTRL	5280	5143	4471
hDel_3585:25	hDel_3585	3592	356	475
hDel_2635:57	hDel_2635	2352	1714	2575
hDel_583:38	hDel_583	3581	3533	3685
hDel_1284:1	hDel_1284	2715	2815	3478
panTro6_CTRL2422	panTro6_CTRL	3295	3856	4694
hDel_6303:77	hDel_6303	4654	2533	4024
hDel_4377:62	hDel_4377	5391	5712	5860
hDel_2020:127	hDel_2020	2851	3005	3262
ANAPC13:2	ANAPC13	3848	648	719
hDel_5286:254	hDel_5286	5956	7233	6127
hDel_1110:121	hDel_1110	3209	2505	3065
hDel_4555:187	hDel_4555	4389	3860	5335
hDel_2781:129	hDel_2781	1213	367	672
hDel_94:9	hDel_94	5200	4420	4234
hDel_4839:2	hDel_4839	3160	2950	2870
hDel_3838:159	hDel_3838	4436	3609	4097
hDel_5140:105	hDel_5140	4340	3827	4801
hDel_2598:99	hDel_2598	5870	5203	6373
hDel_6226:35	hDel_6226	2567	2457	3711
hDel_6222:37	hDel_6222	1579	1726	1874
hDel_647:83	hDel_647	2499	2613	3145
hDel_3838:86	hDel_3838	2456	2167	2089
hDel_5962:102	hDel_5962	2960	2506	3897
hDel_2347:64	hDel_2347	2801	2850	2293
hDel_6206:169	hDel_6206	2679	1778	3120
hDel_2823:339	hDel_2823	2407	2375	2870
hDel_4625:124	hDel_4625	7625	6824	7222
hDel_1003:43	hDel_1003	6332	5955	7830
hDel_238:72	hDel_238	5659	4713	4897
hDel_7044:77	hDel_7044	4206	4834	4883
hDel_1106:142	hDel_1106	4030	4692	4250
hDel_5221:21	hDel_5221	4128	4633	4982
hDel_2185:16	hDel_2185	5129	4604	5357
hDel_94:157	hDel_94	3969	3629	4122
hDel_6106:10	hDel_6106	4079	3766	4336
hDel_5487:165	hDel_5487	3310	3787	3055
hDel_7235:324	hDel_7235	3519	2578	3584
hDel_3838:133	hDel_3838	3002	1772	2015
hDel_146:61	hDel_146	2688	127	277
hDel_5648:150	hDel_5648	4386	5075	4623
hDel_6119:179	hDel_6119	2181	1532	2355
hDel_4191:61	hDel_4191	4279	3885	5210
hDel_3147:59	hDel_3147	5509	5184	6167
hDel_6057:58	hDel_6057	4347	4459	5276
hDel_94:267	hDel_94	4256	2488	3025
hDel_6760:44	hDel_6760	4194	2575	3418
hDel_6765:123	hDel_6765	6095	4954	7162
hDel_6733:40	hDel_6733	5785	5271	5682
hDel_1665:106	hDel_1665	4289	3712	4040
hDel_7235:241	hDel_7235	3199	2513	3141
hDel_1076:58	hDel_1076	3673	2682	3947
hDel_514:57	hDel_514	3324	2214	2199
hDel_3429:122	hDel_3429	7069	5747	5657
hDel_2879:108	hDel_2879	5343	3619	5213
hDel_94:440	hDel_94	3853	3450	4219
hDel_3838:101	hDel_3838	2017	2290	2917
hDel_6105:47	hDel_6105	5016	5376	4795
hDel_2474:33	hDel_2474	2564	2655	3875
hDel_6849:269	hDel_6849	3924	3442	4081
hDel_6765:147	hDel_6765	2279	2492	3096
hDel_1585:62	hDel_1585	4390	3947	4993
CDK2:8	CDK2	4023	1359	1304
hDel_500:125	hDel_500	6468	6567	6351
hDel_4157:221	hDel_4157	4176	3684	3281
hDel_7179:150	hDel_7179	3109	2932	4077
hDel_845:431	hDel_845	3556	4405	3835
hDel_5245:52	hDel_5245	5268	4412	4159
CYP51A1:1	CYP51A1	5296	6525	6554
hDel_6503:15	hDel_6503	2945	2836	3648
hDel_293:80	hDel_293	6279	6549	7438
hDel_6763:183	hDel_6763	4103	3719	4086
hDel_4605:34	hDel_4605	2580	2071	2813
hDel_514:69	hDel_514	4575	4481	4103
hDel_1094:177	hDel_1094	4481	4302	5677
hDel_396:37	hDel_396	8145	6041	7098
hDel_6188:230	hDel_6188	5337	5036	6938
hDel_1997:4	hDel_1997	4609	3920	5485
hDel_6949:401	hDel_6949	4036	5360	4088
hDel_5519:91	hDel_5519	2629	2019	3223
hDel_5084:219	hDel_5084	3369	2817	3339
hDel_6125:64	hDel_6125	1914	2717	2830
hDel_76:119	hDel_76	3694	3567	3736
hDel_2369:183	hDel_2369	4506	3974	4914
hDel_6973:83	hDel_6973	3779	3097	4287
hDel_2590:37	hDel_2590	2675	2824	3465
hDel_6190:38	hDel_6190	5894	5712	6465
hDel_6899:153	hDel_6899	5886	5678	6463
hDel_4859:204	hDel_4859	1963	2866	3176
hDel_6949:77	hDel_6949	4457	3826	3723
hDel_6185:321	hDel_6185	4677	1696	1590
hDel_5068:43	hDel_5068	4215	3688	4919
hDel_1078:215	hDel_1078	5785	5119	5797
hDel_7061:218	hDel_7061	2681	3474	3013
panTro6_CTRL1240	panTro6_CTRL	4564	3414	5107
hDel_6185:228	hDel_6185	5382	5525	6836
hDel_6137:57	hDel_6137	3430	2505	3538
hDel_94:298	hDel_94	5281	4621	6285
hDel_4460:72	hDel_4460	2808	2328	2970
hDel_4154:181	hDel_4154	4263	4491	5353
hDel_6332:53	hDel_6332	2969	3163	4081
hDel_845:66	hDel_845	1507	1967	1791
hDel_4967:17	hDel_4967	2645	2498	2711
hDel_6137:83	hDel_6137	3153	3029	3604
hDel_6015:63	hDel_6015	3183	2278	2794
hDel_2823:107	hDel_2823	4504	3819	4246
hDel_296:83	hDel_296	3425	2420	2620
hDel_5648:231	hDel_5648	5344	4227	4026
hDel_4529:133	hDel_4529	2490	2759	2543
hDel_7179:114	hDel_7179	2217	1036	1703
hDel_6143:13	hDel_6143	2691	2937	3298
hDel_6554:14	hDel_6554	3568	2412	3724
hDel_4720:193	hDel_4720	2169	1806	1528
hDel_4686:89	hDel_4686	3504	3722	2551
panTro6_CTRL2732	panTro6_CTRL	3435	3362	3178
hDel_6849:280	hDel_6849	4159	3009	4919
hDel_7115:217	hDel_7115	2706	2939	2889
hDel_1306:167	hDel_1306	6073	5684	6090
hDel_6012:39	hDel_6012	2031	2690	2715
ANKRA2:2	ANKRA2	4305	1342	1674
hDel_123:33	hDel_123	5922	6011	6236
hDel_5212:14	hDel_5212	3421	3512	3349
hDel_7077:94	hDel_7077	4098	4829	5416
hDel_6656:4	hDel_6656	2412	2791	3582
hDel_76:92	hDel_76	2656	2720	2850
hDel_6973:21	hDel_6973	4729	5224	4822
hDel_1595:28	hDel_1595	5826	6619	6801
hDel_935:191	hDel_935	3978	4065	4616
hDel_5688:45	hDel_5688	4101	4088	4603
hDel_2781:31	hDel_2781	3279	3022	4233
hDel_2833:121	hDel_2833	4340	4391	4853
hDel_1714:122	hDel_1714	2951	3199	4426
hDel_1231:40	hDel_1231	4685	4616	3691
hDel_76:99	hDel_76	2917	2523	3166
hDel_4157:225	hDel_4157	2959	3009	3509
hDel_2610:229	hDel_2610	3317	2216	2631
hDel_5839:82	hDel_5839	2400	1832	3020
hDel_5146:81	hDel_5146	3395	2320	2858
hDel_6574:250	hDel_6574	5543	5092	5822
hDel_4027:38	hDel_4027	3264	2827	4236
hDel_5962:19	hDel_5962	3951	4166	4479
hDel_278:23	hDel_278	5054	5065	6532
hDel_596:29	hDel_596	3502	2970	3959
hDel_6456:21	hDel_6456	6682	6283	6853
hDel_251:246	hDel_251	3767	3909	2957
hDel_766:14	hDel_766	4162	4791	5790
hDel_6503:39	hDel_6503	4444	4417	4925
hDel_3059:257	hDel_3059	3393	3931	4856
hDel_6878:91	hDel_6878	3397	3568	2882
hDel_3883:71	hDel_3883	2053	2773	3076
hDel_6008:156	hDel_6008	2773	2210	2800
hDel_5488:260	hDel_5488	4354	4674	3583
hDel_5084:197	hDel_5084	2749	1682	3274
hDel_6733:20	hDel_6733	5345	4832	6094
hDel_923:120	hDel_923	2421	2269	2626
hDel_361:15	hDel_361	3506	3322	2868
hDel_1284:29	hDel_1284	4009	2583	3800
hDel_94:485	hDel_94	3298	3250	3488
panTro6_CTRL1155	panTro6_CTRL	2414	1977	3192
hDel_4590:35	hDel_4590	4356	4396	5478
panTro6_CTRL107	panTro6_CTRL	4999	5061	4618
hDel_871:101	hDel_871	3582	3824	4318
hDel_4277:112	hDel_4277	5560	6788	6258
hDel_6663:147	hDel_6663	6647	5246	5868
hDel_3530:64	hDel_3530	2288	1666	1817
hDel_6973:103	hDel_6973	4236	5270	4350
hDel_4157:198	hDel_4157	5075	5186	6423
hDel_6503:94	hDel_6503	3285	3419	3934
hDel_5058:48	hDel_5058	2931	3485	4151
hDel_5487:6	hDel_5487	4660	3319	4626
hDel_6854:26	hDel_6854	3475	3774	4354
hDel_2823:55	hDel_2823	1850	1385	1943
hDel_1647:6	hDel_1647	3634	2429	2413
hDel_6503:26	hDel_6503	5500	5079	5910
hDel_1076:129	hDel_1076	2581	1914	2355
hDel_1249:35	hDel_1249	3931	3227	3773
hDel_3181:227	hDel_3181	5835	4577	6082
hDel_1112:50	hDel_1112	3886	3237	5352
hDel_7114:88	hDel_7114	3893	3840	4079
hDel_293:86	hDel_293	4015	3848	4705
hDel_366:78	hDel_366	3335	2911	3156
hDel_6410:80	hDel_6410	3171	3020	3567
hDel_293:52	hDel_293	4263	3404	4205
hDel_6993:70	hDel_6993	6137	3625	3986
hDel_5488:255	hDel_5488	4683	4160	4820
hDel_6008:134	hDel_6008	4490	4352	7230
hDel_2311:179	hDel_2311	3169	3980	2670
hDel_532:75	hDel_532	4868	4749	4478
hDel_4944:86	hDel_4944	2267	2979	2042
hDel_6188:73	hDel_6188	3194	3780	3927
hDel_3897:52	hDel_3897	3433	3147	3235
